tempo_minimi,minimi,tempo_massimi,massimi
301.58,0.6346017160251383,302.12,0.4398229715025711
302.62,0.6408849013323178,303.18,0.4272566008882119
305.8,0.5529203070318035,304.2,0.39584067435231396
307.82,0.5152211951887261,307.28,0.3204424506661589
308.9,0.4900884539600077,308.34,0.34557519189487723
310.96,0.43353978619539146,310.44,0.30159289474462014
312.0,0.45867252742410974,311.5,0.27017696820872217
314.08,0.4272566008882119,312.5,0.23876104167282428
315.1,0.48380526865282814,313.56,0.27646015351590175
316.16,0.40212385965949354,314.62,0.21991148575128555
317.2,0.39584067435231396,319.8,0.1445132620651305
318.24,0.3141592653589793,320.8,0.18221237390820802
319.26,0.37699111843077515,321.9,0.16336281798666924
321.36,0.33300882128051806,322.9,0.15707963267948966
322.42,0.36442474781641604,325.02,0.11309733552923254
323.44,0.27646015351590175,326.0,0.10681415022205297
325.6,0.2324778563656447,327.06,0.07539822368615504
326.52,0.27017696820872217,328.08,0.08168140899333462
327.62,0.23876104167282428,329.14,0.0439822971502571
328.62,0.25761059759436306,330.14,0.08168140899333462
331.72,0.25761059759436306,331.26,0.031415926535897934
332.76,0.2324778563656447,334.38,0.05654866776461627
333.88,0.23876104167282428,335.36,0.031415926535897934
336.92,0.18849555921538758,337.42,0.031415926535897934
338.06,0.22619467105846508,339.52,0.05026548245743669
340.04,0.19477874452256716,340.62,0.01884955592153876
341.08,0.21362830044410594,343.66,0.012566370614359173
344.3,0.16964600329384882,346.9,0.012566370614359173
347.34,0.18221237390820802,347.98,0.01884955592153876
349.46,0.16336281798666924,349.88,0.0
350.5,0.30159289474462014,352.14,0.01884955592153876
352.62,0.20106192982974677,354.2,0.012566370614359173
353.66,0.15079644737231007,356.3,0.012566370614359173
357.66,0.15079644737231007,357.14,0.031415926535897934
358.76,0.12566370614359174,361.36,0.0
360.78,0.12566370614359174,362.44,0.05654866776461627
361.94,0.1445132620651305,363.4,0.012566370614359173
363.0,0.13194689145077132,364.54,0.03769911184307752
364.8,0.13823007675795088,369.72,0.006283185307179587
366.02,0.12566370614359174,372.76,0.031415926535897934
366.94,0.1445132620651305,379.12,0.07539822368615504
369.2,0.20734511513692636,379.8,0.0
371.36,0.15079644737231007,380.48,0.012566370614359173
372.36,0.12566370614359174,383.2,0.025132741228718346
375.32,0.11309733552923254,385.1,0.01884955592153876
376.48,0.13194689145077132,387.52,0.03769911184307752
378.6,0.13194689145077132,394.72,0.01884955592153876
379.78,0.18849555921538758,397.42,0.03769911184307752
380.62,0.20106192982974677,400.78,0.06283185307179587
385.76,0.15707963267948966,402.8,0.0
388.88,0.11309733552923254,403.44,0.031415926535897934
391.1,0.12566370614359174,404.14,0.0
394.78,0.11309733552923254,404.68,0.006283185307179587
402.78,0.20106192982974677,411.82,0.012566370614359173
403.38,0.1759291886010284,412.5,0.012566370614359173
404.2,0.1445132620651305,414.04,0.031415926535897934
414.78,0.12566370614359174,416.4,0.025132741228718346
417.46,0.20106192982974677,416.98,0.0
