tempo_minimi,minimi,tempo_massimi,massimi
301.86,0.3895574890451343,301.34,0.1445132620651305
302.88,0.34557519189487723,303.44,0.15079644737231007
303.96,0.37070793312359557,307.6,0.10681415022205297
306.04,0.30159289474462014,308.58,0.07539822368615504
308.1,0.26389378290154264,309.66,0.05654866776461627
309.16,0.30159289474462014,310.7,0.07539822368615504
310.2,0.27017696820872217,313.8,0.025132741228718346
311.26,0.289026524130261,314.86,0.03769911184307752
315.4,0.24504422698000386,315.94,0.01884955592153876
316.38,0.2827433388230814,317.98,0.031415926535897934
324.72,0.22619467105846508,319.04,0.006283185307179587
325.76,0.2324778563656447,321.08,0.01884955592153876
326.82,0.21362830044410594,324.24,0.012566370614359173
328.94,0.21991148575128555,325.22,0.0
329.86,0.21991148575128555,327.34,0.006283185307179587
332.14,0.20106192982974677,328.42,0.03769911184307752
334.1,0.18221237390820802,330.38,0.03769911184307752
336.22,0.1759291886010284,331.48,0.012566370614359173
337.26,0.18849555921538758,333.48,0.05654866776461627
338.28,0.23876104167282428,334.68,0.031415926535897934
339.38,0.15707963267948966,335.66,0.05026548245743669
340.3,0.19477874452256716,337.8,0.05026548245743669
341.42,0.1759291886010284,341.94,0.03769911184307752
342.5,0.18221237390820802,344.1,0.05654866776461627
345.4,0.16336281798666924,346.18,0.07539822368615504
346.64,0.15079644737231007,349.1,0.0439822971502571
351.84,0.15707963267948966,350.28,0.08168140899333462
353.88,0.15079644737231007,351.4,0.06283185307179587
354.88,0.1759291886010284,352.3,0.0879645943005142
356.96,0.16336281798666924,354.24,0.06283185307179587
359.12,0.15707963267948966,356.42,0.06283185307179587
360.14,0.16964600329384882,358.54,0.06911503837897544
362.1,0.15707963267948966,363.66,0.05026548245743669
363.22,0.12566370614359174,370.32,0.0439822971502571
366.58,0.15079644737231007,373.16,0.07539822368615504
368.0,0.13194689145077132,380.02,0.006283185307179587
371.64,0.16336281798666924,382.36,0.012566370614359173
372.64,0.12566370614359174,387.88,0.05654866776461627
373.94,0.15079644737231007,390.16,0.06911503837897544
376.68,0.15079644737231007,391.58,0.0879645943005142
384.86,0.15079644737231007,394.9,0.06283185307179587
386.3,0.23876104167282428,396.0,0.08168140899333462
396.58,0.1759291886010284,397.5,0.03769911184307752
398.08,0.20734511513692636,398.1,0.05654866776461627
400.4,0.20106192982974677,399.78,0.025132741228718346
405.36,0.20106192982974677,404.32,0.03769911184307752
406.08,0.19477874452256716,411.66,0.08168140899333462
410.0,0.1759291886010284,414.16,0.05654866776461627
