tempo_minimi,minimi,tempo_massimi,massimi
317.42,1.3697343969651499,316.9,1.3006193585861743
318.44,1.2503538761287378,317.96,1.2440706908215582
320.56,1.1435397259066846,318.98,1.1938052083641213
321.58,1.093274243449248,320.02,1.1121237993707866
322.64,1.0241592050702726,321.08,1.0618583169133502
323.66,0.9864600932271951,322.12,1.0053096491487339
324.72,0.9864600932271951,323.14,0.9738937226128359
325.76,0.9047786842338603,324.2,0.9173450548482195
326.8,0.9047786842338603,325.24,0.8922123136195012
327.82,0.8293804605477054,326.28,0.8105309046261666
328.9,0.8482300164692442,327.32,0.7853981633974483
330.98,0.7351326809400116,328.38,0.7853981633974483
331.98,0.6974335690969341,329.42,0.6723008278682158
333.02,0.6660176425610361,331.48,0.5843362335677015
334.08,0.6597344572538565,332.52,0.6031857894892403
336.18,0.6094689747964199,333.54,0.5529203070318035
337.22,0.578053048260522,335.62,0.5152211951887261
340.36,0.5152211951887261,336.7,0.45238934211693016
341.36,0.5152211951887261,337.74,0.5026548245743669
346.56,0.40212385965949354,338.74,0.4272566008882119
347.58,0.39584067435231396,340.84,0.40212385965949354
348.66,0.38327430373795474,342.94,0.35814156250923646
351.72,0.30159289474462014,343.96,0.3267256359733385
355.92,0.289026524130261,347.1,0.3078760800517997
356.98,0.26389378290154264,349.16,0.27646015351590175
358.02,0.27017696820872217,350.18,0.24504422698000386
359.02,0.22619467105846508,351.24,0.2324778563656447
360.1,0.25761059759436306,353.3,0.18849555921538758
361.14,0.20106192982974677,354.36,0.20734511513692636
362.16,0.2324778563656447,355.4,0.16336281798666924
363.2,0.22619467105846508,356.42,0.19477874452256716
364.3,0.22619467105846508,357.5,0.15079644737231007
366.36,0.20106192982974677,358.54,0.16336281798666924
368.44,0.1759291886010284,360.62,0.16336281798666924
370.54,0.15079644737231007,361.68,0.13194689145077132
372.5,0.15079644737231007,362.72,0.13194689145077132
373.6,0.18221237390820802,363.72,0.12566370614359174
376.66,0.1759291886010284,364.78,0.06911503837897544
377.74,0.12566370614359174,366.82,0.06283185307179587
378.84,0.1759291886010284,367.94,0.0879645943005142
379.78,0.11938052083641214,368.96,0.06911503837897544
385.02,0.07539822368615504,371.02,0.07539822368615504
386.02,0.15707963267948966,376.12,0.031415926535897934
387.12,0.06911503837897544,377.26,0.13823007675795088
388.16,0.13194689145077132,378.24,0.05026548245743669
390.24,0.10681415022205297,379.36,0.031415926535897934
391.24,0.12566370614359174,380.3,0.05654866776461627
392.38,0.08168140899333462,383.52,0.012566370614359173
396.4,0.08168140899333462,384.56,0.0439822971502571
397.58,0.12566370614359174,386.68,0.006283185307179587
398.62,0.11309733552923254,389.7,0.03769911184307752
399.66,0.10053096491487339,390.72,0.006283185307179587
400.54,0.12566370614359174,391.82,0.031415926535897934
401.84,0.09424777960769379,393.92,0.006283185307179587
404.7,0.10681415022205297,396.96,0.01884955592153876
405.96,0.10053096491487339,398.06,0.012566370614359173
407.9,0.10681415022205297,400.14,0.012566370614359173
412.18,0.09424777960769379,401.12,0.031415926535897934
414.16,0.09424777960769379,403.16,0.012566370614359173
419.3,0.07539822368615504,405.26,0.01884955592153876
