Test Chi Quadro Gaussiana_____________________________________________
   x       y       y*      sy      Chi     
620619.00  31.86   41.03   0.29    1008.84 
621620.00  31.52   41.03   0.29    1085.94 
622621.00  31.78   41.03   0.29    1027.60 
623622.00  31.22   41.03   0.29    1154.90 
624623.00  31.51   41.03   0.29    1087.40 
625624.00  30.66   41.03   0.29    1289.86 
626625.00  30.50   41.03   0.29    1330.72 
627626.00  30.63   41.03   0.29    1296.68 
628627.00  30.99   41.03   0.29    1209.67 
629628.00  30.30   41.02   0.29    1380.50 
630629.00  29.74   41.02   0.29    1526.94 
631630.00  29.79   41.01   0.29    1511.46 
632631.00  29.21   41.01   0.29    1669.39 
633632.00  29.26   41.00   0.29    1653.59 
634633.00  29.18   41.00   0.29    1674.95 
635634.00  29.49   40.99   0.29    1586.74 
636635.00  29.32   40.98   0.29    1631.41 
637636.00  28.08   40.98   0.29    1996.12 
638637.00  29.34   40.97   0.29    1622.89 
639638.00  28.62   40.96   0.29    1827.93 
640639.00  29.41   40.95   0.29    1598.01 
641640.00  29.29   40.94   0.29    1629.60 
642641.00  29.59   40.93   0.29    1542.31 
643642.00  28.51   40.92   0.29    1848.93 
644643.00  28.64   40.91   0.29    1804.78 
645644.00  29.03   40.90   0.29    1689.06 
646645.00  29.98   40.88   0.29    1425.72 
647646.00  29.61   40.87   0.29    1521.90 
648647.00  30.41   40.86   0.29    1308.82 
649648.00  30.12   40.84   0.29    1381.26 
650649.00  30.11   40.83   0.29    1379.33 
651650.00  29.75   40.81   0.29    1469.54 
652651.00  31.51   40.80   0.29    1035.31 
653652.00  31.52   40.78   0.29    1029.42 
654653.00  32.04   40.77   0.29    913.01  
655654.00  31.48   40.75   0.29    1032.26 
656655.00  32.48   40.73   0.29    816.38  
657656.00  33.11   40.71   0.29    693.48  
658657.00  33.64   40.70   0.29    596.64  
659658.00  34.43   40.68   0.29    467.69  
660659.00  35.52   40.66   0.29    316.15  
661660.00  34.73   40.64   0.29    418.74  
662661.00  34.67   40.62   0.29    424.82  
663662.00  35.18   40.60   0.29    352.36  
664663.00  35.68   40.57   0.29    286.97  
665664.00  36.39   40.55   0.29    207.89  
666665.00  37.08   40.53   0.29    143.03  
667666.00  37.67   40.51   0.29    96.78   
668667.00  37.97   40.48   0.29    75.95   
669668.00  37.93   40.46   0.29    76.58   
670669.00  38.49   40.43   0.29    45.28   
671670.00  38.89   40.41   0.29    27.69   
672671.00  39.00   40.38   0.29    22.86   
673672.00  38.53   40.36   0.29    39.84   
674673.00  39.89   40.33   0.29    2.30    
675674.00  40.67   40.30   0.29    1.61    
676675.00  40.43   40.27   0.29    0.30    
677676.00  40.48   40.25   0.29    0.68    
678677.00  41.09   40.22   0.29    9.16    
679678.00  40.24   40.19   0.29    0.04    
680679.00  39.24   40.16   0.29    10.16   
681680.00  39.26   40.13   0.29    8.98    
682681.00  39.66   40.10   0.29    2.24    
683682.00  39.41   40.07   0.29    5.13    
684683.00  40.28   40.03   0.29    0.74    
685684.00  39.80   40.00   0.29    0.47    
686685.00  41.09   39.97   0.29    14.99   
687686.00  40.52   39.94   0.29    4.08    
688687.00  40.01   39.90   0.29    0.14    
689688.00  39.58   39.87   0.29    1.02    
690689.00  39.86   39.83   0.29    0.01    
691690.00  40.12   39.80   0.29    1.25    
692691.00  40.77   39.76   0.29    12.24   
693692.00  40.60   39.73   0.29    9.17    
694693.00  40.79   39.69   0.29    14.46   
695694.00  39.20   39.65   0.29    2.42    
696695.00  39.97   39.61   0.29    1.50    
697696.00  39.45   39.58   0.29    0.20    
698697.00  39.29   39.54   0.29    0.75    
699698.00  39.06   39.50   0.29    2.32    
700699.00  37.90   39.46   0.29    29.03   
701700.00  37.88   39.42   0.29    28.43   
702701.00  37.51   39.38   0.29    42.12   
703702.00  37.92   39.34   0.29    24.22   
704703.00  37.66   39.30   0.29    32.01   
705704.00  37.48   39.26   0.29    37.96   
706705.00  37.56   39.21   0.29    32.69   
707706.00  36.51   39.17   0.29    84.96   
708707.00  36.83   39.13   0.29    63.34   
709708.00  36.84   39.08   0.29    60.52   
710709.00  36.07   39.04   0.29    105.68  
711710.00  35.88   39.00   0.29    116.11  
712711.00  36.99   38.95   0.29    46.23   
713712.00  37.39   38.90   0.29    27.39   
714713.00  37.17   38.86   0.29    34.26   
715714.00  36.22   38.81   0.29    80.60   
716715.00  36.10   38.77   0.29    85.60   
717716.00  36.31   38.72   0.29    69.43   
718717.00  37.33   38.67   0.29    21.71   
719718.00  38.34   38.62   0.29    0.99    
720719.00  38.10   38.57   0.29    2.74    
721720.00  37.31   38.53   0.29    17.67   
722721.00  37.58   38.48   0.29    9.71    
723722.00  36.92   38.43   0.29    27.30   
724723.00  38.39   38.38   0.29    0.00    
725724.00  38.00   38.33   0.29    1.27    
726725.00  37.19   38.27   0.29    14.13   
727726.00  37.16   38.22   0.29    13.61   
728727.00  37.97   38.17   0.29    0.48    
729728.00  38.18   38.12   0.29    0.05    
730729.00  39.48   38.07   0.29    24.04   
731730.00  39.02   38.01   0.29    12.21   
732731.00  39.52   37.96   0.29    29.34   
733732.00  38.72   37.90   0.29    7.96    
734733.00  38.01   37.85   0.29    0.31    
735734.00  38.40   37.79   0.29    4.41    
736735.00  37.75   37.74   0.29    0.00    
737736.00  37.24   37.68   0.29    2.36    
738737.00  37.20   37.63   0.29    2.22    
739738.00  36.72   37.57   0.29    8.77    
740739.00  37.37   37.51   0.29    0.24    
741740.00  37.04   37.46   0.29    2.07    
742741.00  38.10   37.40   0.29    5.83    
743742.00  36.62   37.34   0.29    6.19    
744743.00  36.71   37.28   0.29    3.89    
745744.00  35.82   37.22   0.29    23.76   
746745.00  35.78   37.16   0.29    22.94   
747746.00  36.03   37.10   0.29    13.81   
748747.00  35.27   37.04   0.29    37.62   
749748.00  35.37   36.98   0.29    31.19   
750749.00  34.93   36.92   0.29    47.56   
751750.00  33.13   36.86   0.29    167.34  
752751.00  33.30   36.80   0.29    146.67  
753752.00  32.99   36.74   0.29    168.74  
754753.00  33.08   36.68   0.29    155.25  
755754.00  33.09   36.61   0.29    149.22  
756755.00  33.89   36.55   0.29    84.80   
757756.00  32.70   36.49   0.29    172.51  
758757.00  31.27   36.42   0.29    318.42  
759758.00  30.52   36.36   0.29    408.58  
760759.00  30.39   36.30   0.29    418.28  
761760.00  30.09   36.23   0.29    452.32  
762761.00  30.31   36.17   0.29    410.78  
763762.00  29.85   36.10   0.29    468.89  
764763.00  30.59   36.03   0.29    355.42  
765764.00  29.89   35.97   0.29    442.61  
766765.00  30.11   35.90   0.29    402.12  
767766.00  29.55   35.83   0.29    473.55  
768767.00  28.95   35.77   0.29    557.13  
769768.00  28.43   35.70   0.29    634.51  
770769.00  27.51   35.63   0.29    790.82  
771770.00  26.85   35.56   0.29    911.66  
772771.00  26.52   35.49   0.29    965.53  
773772.00  27.14   35.43   0.29    823.12  
774773.00  26.33   35.36   0.29    978.10  
775774.00  26.55   35.29   0.29    916.61  
776775.00  26.60   35.22   0.29    890.13  
777776.00  26.08   35.15   0.29    985.58  
778777.00  24.87   35.08   0.29    1248.89 
779778.00  24.58   35.01   0.29    1304.89 
780779.00  24.70   34.93   0.29    1257.31 
781780.00  25.64   34.86   0.29    1020.12 
782781.00  24.95   34.79   0.29    1162.07 
783782.00  25.29   34.72   0.29    1066.67 
784783.00  24.98   34.65   0.29    1120.53 
785784.00  24.76   34.57   0.29    1154.99 
786785.00  25.61   34.50   0.29    947.98  
787786.00  25.86   34.43   0.29    881.05  
788787.00  26.56   34.36   0.29    728.27  
789788.00  26.09   34.28   0.29    806.06  
790789.00  26.07   34.21   0.29    794.79  
791790.00  25.53   34.13   0.29    888.84  
792791.00  25.70   34.06   0.29    837.71  
793792.00  26.40   33.98   0.29    690.69  
794793.00  27.13   33.91   0.29    550.63  
795794.00  27.71   33.83   0.29    449.59  
796795.00  27.34   33.76   0.29    493.94  
797796.00  28.69   33.68   0.29    298.51  
798797.00  29.11   33.61   0.29    242.25  
799798.00  28.03   33.53   0.29    363.31  
800799.00  28.25   33.45   0.29    325.13  
801800.00  28.77   33.37   0.29    253.96  
802801.00  29.38   33.30   0.29    183.81  
803802.00  29.49   33.22   0.29    166.81  
804803.00  31.04   33.14   0.29    53.11   
805804.00  31.59   33.06   0.29    25.91   
806805.00  31.44   32.99   0.29    28.78   
807806.00  31.74   32.91   0.29    16.36   
808807.00  32.69   32.83   0.29    0.24    
809808.00  32.85   32.75   0.29    0.12    
810809.00  33.43   32.67   0.29    6.96    
811810.00  33.55   32.59   0.29    10.93   
812811.00  34.68   32.51   0.29    56.62   
813812.00  34.91   32.43   0.29    73.69   
814813.00  35.74   32.35   0.29    137.84  
815814.00  35.33   32.27   0.29    112.28  
816815.00  35.29   32.19   0.29    115.35  
817816.00  35.16   32.11   0.29    111.35  
818817.00  35.90   32.03   0.29    179.88  
819818.00  36.09   31.95   0.29    205.80  
820819.00  37.24   31.87   0.29    345.87  
821820.00  37.04   31.79   0.29    331.13  
822821.00  36.96   31.70   0.29    331.28  
823822.00  37.76   31.62   0.29    452.08  
824823.00  38.38   31.54   0.29    562.08  
825824.00  37.70   31.46   0.29    468.11  
826825.00  36.82   31.37   0.29    355.79  
827826.00  37.61   31.29   0.29    479.60  
828827.00  39.11   31.21   0.29    748.72  
829828.00  39.36   31.13   0.29    813.87  
830829.00  40.66   31.04   0.29    1110.54 
831830.00  40.41   30.96   0.29    1071.31 
832831.00  39.55   30.88   0.29    902.35  
833832.00  39.39   30.79   0.29    887.49  
834833.00  39.53   30.71   0.29    934.91  
835834.00  39.35   30.62   0.29    913.67  
836835.00  39.91   30.54   0.29    1052.75 
837836.00  39.54   30.45   0.29    990.48  
838837.00  38.12   30.37   0.29    721.65  
839838.00  38.11   30.29   0.29    734.51  
840839.00  37.86   30.20   0.29    703.79  
841840.00  37.90   30.12   0.29    727.45  
842841.00  38.33   30.03   0.29    827.32  
843842.00  39.29   29.94   0.29    1048.37 
844843.00  38.82   29.86   0.29    964.24  
845844.00  38.54   29.77   0.29    922.30  
846845.00  38.34   29.69   0.29    897.93  
847846.00  38.48   29.60   0.29    945.02  
848847.00  37.41   29.52   0.29    747.14  
849848.00  37.67   29.43   0.29    814.02  
850849.00  37.44   29.34   0.29    787.38  
851850.00  37.95   29.26   0.29    906.21  
852851.00  38.33   29.17   0.29    1006.48 
853852.00  38.58   29.08   0.29    1082.92 
854853.00  38.41   29.00   0.29    1064.40 
855854.00  38.75   28.91   0.29    1162.40 
856855.00  38.75   28.82   0.29    1183.81 
857856.00  39.21   28.74   0.29    1316.88 
858857.00  39.88   28.65   0.29    1514.87 
859858.00  38.55   28.56   0.29    1197.21 
860859.00  38.63   28.47   0.29    1237.11 
861860.00  38.98   28.39   0.29    1348.02 
862861.00  38.53   28.30   0.29    1257.49 
863862.00  39.58   28.21   0.29    1550.92 
864863.00  39.83   28.12   0.29    1645.03 
865864.00  40.44   28.03   0.29    1847.64 
866865.00  40.42   27.95   0.29    1868.11 
867866.00  40.85   27.86   0.29    2025.41 
868867.00  40.83   27.77   0.29    2046.57 
869868.00  41.19   27.68   0.29    2189.25 
870869.00  41.83   27.59   0.29    2432.91 
871870.00  42.02   27.51   0.29    2528.15 
872871.00  42.76   27.42   0.29    2825.10 
873872.00  43.28   27.33   0.29    3054.63 
874873.00  43.03   27.24   0.29    2992.28 
875874.00  42.62   27.15   0.29    2873.38 
876875.00  43.10   27.06   0.29    3086.67 
877876.00  42.51   26.97   0.29    2895.16 
878877.00  43.57   26.88   0.29    3342.43 
879878.00  42.93   26.80   0.29    3122.90 
880879.00  43.08   26.71   0.29    3215.20 
881880.00  43.62   26.62   0.29    3470.89 
882881.00  44.12   26.53   0.29    3713.84 
883882.00  43.21   26.44   0.29    3376.26 
884883.00  43.46   26.35   0.29    3512.40 
885884.00  43.09   26.26   0.29    3396.58 
886885.00  43.58   26.17   0.29    3636.32 
887886.00  43.67   26.08   0.29    3713.70 
888887.00  43.31   25.99   0.29    3596.67 
889888.00  42.93   25.90   0.29    3477.10 
890889.00  42.59   25.81   0.29    3376.62 
891890.00  42.61   25.73   0.29    3420.59 
892891.00  43.34   25.64   0.29    3763.04 
893892.00  41.72   25.55   0.29    3137.62 
894893.00  41.99   25.46   0.29    3278.26 
895894.00  41.31   25.37   0.29    3051.47 
896895.00  41.55   25.28   0.29    3178.58 
897896.00  41.32   25.19   0.29    3121.52 
898897.00  40.98   25.10   0.29    3026.21 
899898.00  41.05   25.01   0.29    3087.64 
900899.00  40.92   24.92   0.29    3072.13 
901900.00  40.18   24.83   0.29    2827.81 
902901.00  39.70   24.74   0.29    2685.69 
903902.00  39.54   24.65   0.29    2659.78 
904903.00  40.04   24.56   0.29    2874.24 
905904.00  38.85   24.47   0.29    2480.99 
906905.00  39.52   24.38   0.29    2750.54 
907906.00  39.37   24.29   0.29    2726.94 
908907.00  38.81   24.20   0.29    2561.10 
909908.00  37.63   24.12   0.29    2192.83 
910909.00  38.79   24.03   0.29    2614.20 
911910.00  37.65   23.94   0.29    2257.81 
912911.00  37.43   23.85   0.29    2215.23 
913912.00  36.34   23.76   0.29    1900.27 
914913.00  36.33   23.67   0.29    1922.98 
915914.00  36.65   23.58   0.29    2050.01 
916915.00  37.21   23.49   0.29    2259.61 
917916.00  37.80   23.40   0.29    2486.37 
918917.00  37.63   23.31   0.29    2459.38 
919918.00  36.07   23.22   0.29    1979.90 
920919.00  36.38   23.13   0.29    2105.98 
921920.00  36.40   23.04   0.29    2139.11 
922921.00  37.54   22.96   0.29    2553.60 
923922.00  37.33   22.87   0.29    2511.66 
924923.00  37.04   22.78   0.29    2441.11 
925924.00  35.75   22.69   0.29    2048.13 
926925.00  36.56   22.60   0.29    2340.10 
927926.00  37.07   22.51   0.29    2542.51 
928927.00  36.96   22.42   0.29    2536.56 
929928.00  37.21   22.33   0.29    2657.11 
930929.00  36.48   22.25   0.29    2431.29 
931930.00  36.36   22.16   0.29    2422.13 
932931.00  35.88   22.07   0.29    2289.05 
933932.00  36.85   21.98   0.29    2653.48 
934933.00  37.18   21.89   0.29    2805.43 
935934.00  37.35   21.80   0.29    2898.29 
936935.00  36.87   21.72   0.29    2757.02 
937936.00  36.91   21.63   0.29    2803.25 
938937.00  36.67   21.54   0.29    2747.17 
939938.00  36.48   21.45   0.29    2708.84 
940939.00  37.22   21.36   0.29    3016.39 
941940.00  37.04   21.28   0.29    2982.02 
942941.00  37.58   21.19   0.29    3222.43 
943942.00  36.77   21.10   0.29    2945.68 
944943.00  36.61   21.01   0.29    2919.70 
945944.00  36.39   20.93   0.29    2870.36 
946945.00  36.15   20.84   0.29    2811.85 
947946.00  35.36   20.75   0.29    2560.45 
948947.00  35.39   20.67   0.29    2601.05 
949948.00  34.78   20.58   0.29    2420.96 
950949.00  34.53   20.49   0.29    2365.73 
951950.00  33.52   20.40   0.29    2065.04 
952951.00  34.06   20.32   0.29    2265.43 
953952.00  33.71   20.23   0.29    2181.62 
954953.00  33.09   20.15   0.29    2011.82 
955954.00  33.32   20.06   0.29    2109.98 
956955.00  33.58   19.97   0.29    2221.18 
957956.00  32.30   19.89   0.29    1848.60 
958957.00  32.61   19.80   0.29    1970.56 
959958.00  31.26   19.71   0.29    1599.49 
960959.00  31.65   19.63   0.29    1733.28 
961960.00  30.79   19.54   0.29    1517.06 
962961.00  30.87   19.46   0.29    1563.92 
963962.00  30.15   19.37   0.29    1394.41 
964963.00  29.91   19.29   0.29    1354.08 
965964.00  28.86   19.20   0.29    1118.62 
966965.00  29.72   19.12   0.29    1349.84 
967966.00  29.17   19.03   0.29    1233.46 
968967.00  27.93   18.95   0.29    967.66  
969968.00  27.90   18.86   0.29    981.18  
970969.00  27.88   18.78   0.29    993.95  
971970.00  27.99   18.69   0.29    1036.75 
972971.00  28.29   18.61   0.29    1123.55 
973972.00  27.36   18.53   0.29    937.45  
974973.00  26.86   18.44   0.29    850.29  
975974.00  26.90   18.36   0.29    874.62  
976975.00  27.35   18.27   0.29    988.23  
977976.00  26.83   18.19   0.29    896.27  
978977.00  26.48   18.11   0.29    841.54  
979978.00  26.27   18.02   0.29    815.57  
980979.00  26.42   17.94   0.29    863.23  
981980.00  25.75   17.86   0.29    747.78  
982981.00  25.99   17.78   0.29    809.16  
983982.00  25.57   17.69   0.29    745.22  
984983.00  26.37   17.61   0.29    920.77  
985984.00  26.62   17.53   0.29    992.49  
986985.00  26.39   17.45   0.29    958.89  
987986.00  26.36   17.36   0.29    970.41  
988987.00  26.12   17.28   0.29    936.20  
989988.00  26.37   17.20   0.29    1008.28 
990989.00  25.86   17.12   0.29    916.99  
991990.00  25.88   17.04   0.29    937.32  
992991.00  25.45   16.96   0.29    864.95  
993992.00  25.57   16.88   0.29    907.73  
994993.00  25.27   16.80   0.29    861.68  
995994.00  25.87   16.71   0.29    1006.19 
996995.00  25.55   16.63   0.29    952.99  
997996.00  25.24   16.55   0.29    905.57  
998997.00  24.66   16.47   0.29    804.41  
999998.00  24.72   16.39   0.29    832.54  
1000999.00  25.32   16.31   0.29    973.88  
10011000.00 25.21   16.23   0.29    966.60  
10021001.00 24.59   16.16   0.29    852.87  
10031002.00 24.49   16.08   0.29    850.30  
10041003.00 24.41   16.00   0.29    850.05  
10051004.00 23.67   15.92   0.29    721.46  
10061005.00 24.24   15.84   0.29    847.61  
10071006.00 23.73   15.76   0.29    762.30  
10081007.00 22.36   15.68   0.29    535.14  
10091008.00 22.21   15.60   0.29    523.76  
10101009.00 22.43   15.53   0.29    572.19  
10111010.00 22.18   15.45   0.29    544.24  
10121011.00 22.14   15.37   0.29    549.48  
10131012.00 22.95   15.29   0.29    702.67  
10141013.00 21.37   15.22   0.29    454.60  
10151014.00 21.29   15.14   0.29    453.65  
10161015.00 20.58   15.06   0.29    365.69  
10171016.00 20.11   14.99   0.29    314.96  
10181017.00 19.79   14.91   0.29    286.11  
10191018.00 20.06   14.83   0.29    327.80  
10201019.00 20.26   14.76   0.29    363.49  
10211020.00 19.47   14.68   0.29    275.41  
10221021.00 18.67   14.61   0.29    198.29  
10231022.00 18.98   14.53   0.29    237.61  
10241023.00 19.73   14.46   0.29    333.63  
10251024.00 19.00   14.38   0.29    255.85  
10261025.00 18.33   14.31   0.29    194.54  
10271026.00 17.64   14.23   0.29    139.38  
10281027.00 17.78   14.16   0.29    157.48  
10291028.00 16.49   14.08   0.29    69.52   
10301029.00 17.66   14.01   0.29    160.06  
10311030.00 18.23   13.94   0.29    221.03  
10321031.00 17.99   13.86   0.29    204.36  
10331032.00 16.99   13.79   0.29    122.95  
10341033.00 17.53   13.72   0.29    174.38  
10351034.00 17.60   13.64   0.29    188.00  
10361035.00 17.64   13.57   0.29    198.63  
10371036.00 16.79   13.50   0.29    129.95  
10381037.00 16.65   13.43   0.29    124.88  
10391038.00 17.02   13.35   0.29    161.25  
10401039.00 17.32   13.28   0.29    195.93  
10411040.00 16.69   13.21   0.29    145.56  
10421041.00 17.10   13.14   0.29    188.33  
10431042.00 15.85   13.07   0.29    92.79   
10441043.00 16.67   13.00   0.29    161.75  
10451044.00 16.76   12.93   0.29    176.05  
10461045.00 16.91   12.86   0.29    197.16  
10471046.00 16.75   12.78   0.29    189.07  
10481047.00 17.09   12.71   0.29    229.40  
10491048.00 17.57   12.64   0.29    290.62  
10501049.00 17.37   12.58   0.29    276.23  
10511050.00 16.73   12.51   0.29    213.62  
10521051.00 16.78   12.44   0.29    225.88  
10531052.00 15.84   12.37   0.29    145.05  
10541053.00 17.14   12.30   0.29    281.80  
10551054.00 17.03   12.23   0.29    276.43  
10561055.00 16.97   12.16   0.29    277.09  
10571056.00 15.85   12.09   0.29    169.25  
10581057.00 16.46   12.03   0.29    236.19  
10591058.00 16.44   11.96   0.29    240.99  
10601059.00 15.91   11.89   0.29    193.44  
10611060.00 15.70   11.82   0.29    180.66  
10621061.00 14.96   11.76   0.29    123.46  
10631062.00 14.71   11.69   0.29    109.69  
10641063.00 15.14   11.62   0.29    148.35  
10651064.00 13.79   11.56   0.29    59.68   
10661065.00 13.62   11.49   0.29    54.15   
10671066.00 13.22   11.43   0.29    38.60   
10681067.00 13.27   11.36   0.29    43.56   
10691068.00 12.89   11.29   0.29    30.38   
10701069.00 13.04   11.23   0.29    39.14   
10711070.00 12.51   11.16   0.29    21.71   
10721071.00 12.54   11.10   0.29    24.89   
10731072.00 11.60   11.04   0.29    3.77    
10741073.00 12.68   10.97   0.29    35.00   
10751074.00 12.34   10.91   0.29    24.59   
10761075.00 12.09   10.84   0.29    18.50   
10771076.00 11.72   10.78   0.29    10.58   
10781077.00 12.43   10.72   0.29    35.19   
10791078.00 11.50   10.65   0.29    8.58    
10801079.00 12.15   10.59   0.29    29.28   
10811080.00 11.34   10.53   0.29    7.95    
10821081.00 10.96   10.47   0.29    2.92    
10831082.00 10.91   10.40   0.29    3.11    
10841083.00 11.42   10.34   0.29    13.96   
10851084.00 10.12   10.28   0.29    0.32    
10861085.00 10.91   10.22   0.29    5.78    
10871086.00 10.44   10.16   0.29    0.94    
10881087.00 11.76   10.10   0.29    33.06   
10891088.00 11.13   10.04   0.29    14.23   
10901089.00 11.97   9.98    0.29    47.58   
10911090.00 11.97   9.92    0.29    50.44   
10921091.00 11.91   9.86    0.29    50.75   
10931092.00 11.09   9.80    0.29    19.98   
10941093.00 12.46   9.74    0.29    88.86   
10951094.00 11.26   9.68    0.29    29.87   
10961095.00 10.82   9.62    0.29    17.43   
10971096.00 11.01   9.56    0.29    25.06   
10981097.00 11.81   9.50    0.29    64.17   
10991098.00 11.52   9.44    0.29    51.62   
11001099.00 11.76   9.39    0.29    67.40   
11011100.00 11.39   9.33    0.29    50.94   
11021101.00 10.91   9.27    0.29    32.34   
11031102.00 10.47   9.21    0.29    19.10   
11041103.00 10.71   9.16    0.29    29.03   
11051104.00 10.63   9.10    0.29    28.33   
11061105.00 10.76   9.04    0.29    35.30   
11071106.00 9.78    8.99    0.29    7.51    
11081107.00 9.51    8.93    0.29    4.07    
11091108.00 10.05   8.87    0.29    16.59   
11101109.00 10.26   8.82    0.29    24.92   
11111110.00 9.11    8.76    0.29    1.41    
11121111.00 10.03   8.71    0.29    20.99   
11131112.00 9.84    8.65    0.29    17.06   
11141113.00 9.30    8.60    0.29    5.90    
11151114.00 9.99    8.54    0.29    25.29   
11161115.00 10.70   8.49    0.29    58.76   
11171116.00 9.66    8.43    0.29    18.00   
11181117.00 8.73    8.38    0.29    1.47    
11191118.00 8.14    8.33    0.29    0.42    
11201119.00 8.49    8.27    0.29    0.54    
11211120.00 8.12    8.22    0.29    0.12    
11221121.00 8.45    8.17    0.29    0.94    
11231122.00 8.06    8.11    0.29    0.03    
11241123.00 7.77    8.06    0.29    1.02    
11251124.00 8.11    8.01    0.29    0.11    
11261125.00 7.48    7.96    0.29    2.73    
11271126.00 7.30    7.91    0.29    4.42    
11281127.00 6.96    7.86    0.29    9.60    
11291128.00 7.23    7.80    0.29    3.92    
11301129.00 6.49    7.75    0.29    19.20   
11311130.00 7.17    7.70    0.29    3.44    
11321131.00 7.63    7.65    0.29    0.00    
11331132.00 8.06    7.60    0.29    2.47    
11341133.00 7.22    7.55    0.29    1.34    
11351134.00 7.20    7.50    0.29    1.06    
11361135.00 6.68    7.45    0.29    7.21    
11371136.00 7.07    7.40    0.29    1.33    
11381137.00 7.00    7.35    0.29    1.49    
11391138.00 7.23    7.30    0.29    0.06    
11401139.00 7.08    7.26    0.29    0.35    
11411140.00 6.33    7.21    0.29    9.22    
11421141.00 6.35    7.16    0.29    7.91    
11431142.00 6.95    7.11    0.29    0.29    
11441143.00 8.36    7.06    0.29    20.22   
11451144.00 8.43    7.02    0.29    24.05   
11461145.00 8.24    6.97    0.29    19.51   
11471146.00 8.84    6.92    0.29    43.99   
11481147.00 8.17    6.87    0.29    20.28   
11491148.00 8.43    6.83    0.29    30.92   
11501149.00 8.74    6.78    0.29    45.93   
11511150.00 8.71    6.74    0.29    46.68   
11521151.00 7.93    6.69    0.29    18.45   
11531152.00 8.08    6.64    0.29    24.69   
11541153.00 8.36    6.60    0.29    37.03   
11551154.00 8.25    6.55    0.29    34.62   
11561155.00 8.33    6.51    0.29    39.74   
11571156.00 7.65    6.46    0.29    16.88   
11581157.00 7.15    6.42    0.29    6.42    
11591158.00 7.25    6.37    0.29    9.29    
11601159.00 8.04    6.33    0.29    35.10   
11611160.00 6.87    6.29    0.29    4.05    
11621161.00 6.25    6.24    0.29    0.00    
11631162.00 6.01    6.20    0.29    0.45    
11641163.00 6.37    6.16    0.29    0.55    
11651164.00 6.42    6.11    0.29    1.15    
11661165.00 6.30    6.07    0.29    0.64    
11671166.00 5.89    6.03    0.29    0.22    
11681167.00 5.95    5.99    0.29    0.02    
11691168.00 5.83    5.94    0.29    0.15    
11701169.00 5.05    5.90    0.29    8.73    
11711170.00 5.89    5.86    0.29    0.01    
11721171.00 4.85    5.82    0.29    11.36   
11731172.00 4.46    5.78    0.29    20.69   
11741173.00 4.59    5.74    0.29    15.67   
11751174.00 4.41    5.70    0.29    19.97   
11761175.00 4.76    5.65    0.29    9.52    
11771176.00 4.09    5.61    0.29    27.72   
11781177.00 3.73    5.57    0.29    40.86   
11791178.00 3.24    5.53    0.29    63.07   
11801179.00 3.52    5.49    0.29    46.86   
11811180.00 4.23    5.46    0.29    18.12   
11821181.00 4.32    5.42    0.29    14.34   
11831182.00 3.94    5.38    0.29    24.75   
11841183.00 3.45    5.34    0.29    42.73   
11851184.00 3.77    5.30    0.29    28.12   
11861185.00 4.12    5.26    0.29    15.73   
11871186.00 3.96    5.22    0.29    19.22   
11881187.00 4.97    5.18    0.29    0.57    
11891188.00 4.73    5.15    0.29    2.08    
11901189.00 4.13    5.11    0.29    11.57   
11911190.00 3.79    5.07    0.29    19.65   
11921191.00 4.40    5.03    0.29    4.77    
11931192.00 4.62    5.00    0.29    1.75    
11941193.00 3.68    4.96    0.29    19.57   
11951194.00 4.97    4.92    0.29    0.02    
11961195.00 5.12    4.89    0.29    0.64    
11971196.00 5.65    4.85    0.29    7.74    
11981197.00 5.20    4.82    0.29    1.76    
11991198.00 5.50    4.78    0.29    6.20    
12001199.00 4.73    4.74    0.29    0.00    
12011200.00 5.96    4.71    0.29    18.90   
12021201.00 4.03    4.67    0.29    4.97    
12031202.00 5.18    4.64    0.29    3.50    
12041203.00 4.54    4.60    0.29    0.05    
12051204.00 4.61    4.57    0.29    0.02    
12061205.00 4.62    4.54    0.29    0.09    
12071206.00 6.07    4.50    0.29    29.59   
12081207.00 6.47    4.47    0.29    47.95   
12091208.00 5.85    4.43    0.29    23.97   
12101209.00 5.53    4.40    0.29    15.31   
12111210.00 4.80    4.37    0.29    2.27    
12121211.00 3.76    4.33    0.29    3.91    
12131212.00 5.08    4.30    0.29    7.38    
12141213.00 5.01    4.27    0.29    6.66    
12151214.00 3.71    4.24    0.29    3.31    
12161215.00 3.50    4.20    0.29    5.90    
12171216.00 4.21    4.17    0.29    0.02    
12181217.00 4.51    4.14    0.29    1.67    
12191218.00 4.68    4.11    0.29    3.99    
12201219.00 4.22    4.08    0.29    0.24    
12211220.00 3.06    4.04    0.29    11.64   
12221221.00 2.47    4.01    0.29    28.76   
12231222.00 2.58    3.98    0.29    23.57   
12241223.00 2.57    3.95    0.29    22.79   
12251224.00 3.34    3.92    0.29    4.09    
12261225.00 3.57    3.89    0.29    1.23    
12271226.00 3.95    3.86    0.29    0.10    
12281227.00 2.91    3.83    0.29    10.08   
12291228.00 2.62    3.80    0.29    16.80   
12301229.00 2.69    3.77    0.29    13.94   
12311230.00 4.14    3.74    0.29    1.87    
12321231.00 3.56    3.71    0.29    0.29    
12331232.00 3.09    3.68    0.29    4.16    
12341233.00 2.66    3.65    0.29    11.92   
12351234.00 2.57    3.62    0.29    13.44   
