Test Chi Quadro_____________________________________________
x         y         sy           y*            Chi-quadro   
358.5     2333.0    31.689       2157.825      30.559       
359.5     2342.0    31.669       2144.692      38.818       
360.5     2370.0    31.602       2131.640      56.890       
361.5     2260.0    31.828       2118.669      19.718       
362.5     2269.0    31.813       2105.778      26.324       
363.5     2337.0    31.680       2092.967      59.338       
364.5     2271.0    31.810       2080.235      35.965       
365.5     2254.0    31.838       2067.582      34.284       
366.5     2178.0    31.935       2055.007      14.832       
367.5     2235.0    31.866       2042.510      36.488       
368.5     2186.0    31.927       2030.091      23.846       
369.5     2074.0    31.997       2017.749      3.091        
370.5     2197.0    31.915       2005.483      36.010       <--
371.5     2012.0    31.995       1993.292      0.342        
372.5     2044.0    32.000       1981.178      3.854        
373.5     2014.0    31.996       1969.138      1.966        
374.5     2017.0    31.996       1957.173      3.496        
375.5     1987.0    31.986       1945.282      1.701        
376.5     2007.0    31.994       1933.464      5.283        
377.5     1978.0    31.981       1921.720      3.097        
378.5     1950.0    31.963       1910.049      1.562        
379.5     1910.0    31.927       1898.449      0.131        
380.5     1845.0    31.842       1886.922      1.733        
381.5     1856.0    31.859       1875.466      0.373        
382.5     1805.0    31.774       1864.080      3.457        
383.5     1740.0    31.636       1852.766      12.705       
384.5     1752.0    31.664       1841.521      7.993        
385.5     1779.0    31.723       1830.346      2.620        
386.5     1715.0    31.574       1819.240      10.900       
387.5     1716.0    31.577       1808.203      8.526        
388.5     1723.0    31.595       1797.234      5.521        
389.5     1667.0    31.441       1786.334      14.405       
390.5     1654.0    31.402       1775.500      14.970       
391.5     1636.0    31.346       1764.734      16.867       
392.5     1590.0    31.190       1754.034      27.660       
393.5     1591.0    31.193       1743.401      23.870       
394.5     1572.0    31.124       1732.833      26.704       
395.5     1568.0    31.109       1722.331      24.612       
396.5     1529.0    30.955       1711.894      34.908       
397.5     1574.0    31.131       1701.522      16.779       
398.5     1542.0    31.008       1691.213      23.156       
399.5     1467.0    30.685       1680.969      48.623       
400.5     1467.0    30.685       1670.788      44.106       
401.5     1546.0    31.024       1660.670      13.662       
402.5     1433.0    30.523       1650.615      50.830       
403.5     1468.0    30.690       1640.621      31.637       
404.5     1414.0    30.428       1630.690      50.714       
405.5     1555.0    31.059       1620.821      4.491        
406.5     1395.0    30.330       1611.012      50.724       
407.5     1452.0    30.615       1601.264      23.771       
408.5     1415.0    30.433       1591.576      33.664       
409.5     1342.0    30.039       1581.949      63.809       
410.5     1449.0    30.601       1572.381      16.257       
411.5     1470.0    30.699       1562.872      9.152        
412.5     1307.0    29.832       1553.422      68.233       
413.5     1317.0    29.892       1544.031      57.684       
414.5     1366.0    30.174       1534.698      31.258       
415.5     1365.0    30.168       1525.422      28.277       
416.5     1320.0    29.910       1516.204      43.031       
417.5     1324.0    29.934       1507.043      37.393       
418.5     1271.0    29.608       1497.939      58.751       
419.5     1295.0    29.759       1488.891      42.452       
420.5     1367.0    30.179       1479.899      13.995       
421.5     1330.0    29.969       1470.963      22.124       
422.5     1287.0    29.709       1462.082      34.731       
423.5     1304.0    29.814       1453.257      25.063       
424.5     1381.0    30.255       1444.485      4.403        
425.5     1290.0    29.728       1435.768      24.044       
426.5     1326.0    29.946       1427.106      11.400       
427.5     1309.0    29.844       1418.496      13.461       
428.5     1265.0    29.569       1409.940      24.027       
429.5     1259.0    29.530       1401.437      23.266       
430.5     1195.0    29.092       1392.987      46.314       
431.5     1264.0    29.562       1384.589      16.639       
432.5     1247.0    29.451       1376.243      19.258       
433.5     1278.0    29.652       1367.948      9.202        
434.5     1272.0    29.614       1359.705      8.771        
435.5     1266.0    29.575       1351.513      8.360        
436.5     1263.0    29.556       1343.372      7.395        
437.5     1187.0    29.035       1335.281      26.082       
438.5     1213.0    29.219       1327.240      15.286       
439.5     1235.0    29.371       1319.249      8.228        
440.5     1239.0    29.398       1311.308      6.050        
441.5     1285.0    29.696       1303.415      0.385        
442.5     1199.0    29.121       1295.572      10.997       
443.5     1153.0    28.783       1287.777      21.927       
444.5     1136.0    28.652       1280.030      25.269       
445.5     1174.0    28.940       1272.331      11.545       
446.5     1073.0    28.141       1264.680      46.396       
447.5     1205.0    29.163       1257.077      3.189        
448.5     1107.0    28.422       1249.520      25.144       
449.5     1147.0    28.737       1242.010      10.931       
450.5     1141.0    28.691       1234.547      10.631       
451.5     1156.0    28.805       1227.130      6.098        
452.5     1119.0    28.518       1219.758      12.483       
453.5     1020.0    27.677       1212.433      48.343       
454.5     1091.0    28.291       1205.153      16.280       
455.5     1099.0    28.357       1197.917      12.168       
456.5     1058.0    28.013       1190.727      22.449       
457.5     1056.0    27.996       1183.581      20.768       
458.5     1034.0    27.802       1176.480      26.263       
459.5     1012.0    27.604       1169.422      32.523       
460.5     1040.0    27.856       1162.408      19.310       
461.5     962.0     27.130       1155.438      50.836       
462.5     997.0     27.465       1148.510      30.432       
463.5     1009.0    27.576       1141.626      23.131       
464.5     963.0     27.140       1134.784      40.063       
465.5     983.0     27.333       1127.984      28.136       
466.5     981.0     27.314       1121.227      26.357       
467.5     975.0     27.256       1114.511      26.199       
468.5     999.0     27.484       1107.837      15.682       
469.5     894.0     26.436       1101.205      61.433       
470.5     951.0     27.022       1094.613      28.245       
471.5     894.0     26.436       1088.062      53.887       
472.5     966.0     27.169       1081.552      18.088       
473.5     946.0     26.972       1075.082      22.903       
474.5     949.0     27.002       1068.652      19.635       
475.5     934.0     26.852       1062.262      22.817       
476.5     856.0     26.021       1055.912      59.023       
477.5     936.0     26.872       1049.601      17.871       
478.5     836.0     25.795       1043.329      64.603       
479.5     916.0     26.667       1037.095      20.620       
480.5     929.0     26.801       1030.901      14.456       
481.5     897.0     26.468       1024.744      23.294       
482.5     904.0     26.542       1018.626      18.651       
483.5     824.0     25.656       1012.546      54.007       
484.5     917.0     26.678       1006.503      11.256       
485.5     900.0     26.500       1000.498      14.382       
486.5     893.0     26.426       994.530       14.762       
487.5     888.0     26.372       988.599       14.551       
488.5     890.0     26.393       982.704       12.337       
489.5     847.0     25.920       976.846       25.095       
490.5     878.0     26.264       971.025       12.545       
491.5     928.0     26.791       965.239       1.932        
492.5     884.0     26.329       959.489       8.221        
493.5     868.0     26.155       953.775       10.755       
494.5     901.0     26.510       948.096       3.156        
495.5     840.0     25.841       942.452       15.720       
496.5     922.0     26.729       936.844       0.308        
497.5     899.0     26.489       931.270       1.484        
498.5     815.0     25.551       925.730       18.781       
499.5     876.0     26.242       920.225       2.840        

Gradi di liberta = 217
Chi-quadro = 3727.1686270774326
p-value = 0.0

