Test Chi Quadro_____________________________________________
x         y         sy           y*            Chi-quadro   
280.5     3424.0    23.701       3479.865      5.556        
281.5     3438.0    23.501       3458.547      0.764        
282.5     3541.0    21.904       3437.360      22.387       
283.5     3345.0    24.765       3416.305      8.290        
284.5     3289.0    25.456       3395.380      17.464       
285.5     3303.0    25.288       3374.585      8.013        
286.5     3390.0    24.173       3353.918      2.228        
287.5     3505.0    22.488       3333.380      58.240       
288.5     3412.0    23.870       3312.968      17.212       
289.5     3326.0    25.005       3292.683      1.775        
290.5     3282.0    25.539       3272.524      0.138        
291.5     3195.0    26.510       3252.489      4.703        
292.5     3158.0    26.892       3232.579      7.691        
293.5     3153.0    26.942       3212.791      4.925        
294.5     3211.0    26.340       3193.127      0.460        
295.5     3112.0    27.342       3173.583      5.073        
296.5     3142.0    27.052       3154.161      0.202        
297.5     3031.0    28.073       3134.860      13.687       
298.5     3119.0    27.276       3115.677      0.015        
299.5     3100.0    27.456       3096.614      0.015        
300.5     3083.0    27.613       3077.668      0.037        
301.5     3026.0    28.116       3058.840      1.364        
302.5     3030.0    28.081       3040.128      0.130        
303.5     3003.0    28.308       3021.532      0.429        
304.5     3003.0    28.308       3003.052      0.000        
305.5     2949.0    28.737       2984.685      1.542        
306.5     2900.0    29.099       2966.433      5.212        
307.5     2900.0    29.099       2948.293      2.754        
308.5     2803.0    29.746       2930.266      18.305       
309.5     2854.0    29.418       2912.350      3.934        
310.5     2972.0    28.558       2894.545      7.356        
311.5     2843.0    29.491       2876.851      1.318        
312.5     2781.0    29.880       2859.266      6.861        
313.5     2815.0    29.671       2841.790      0.815        
314.5     2772.0    29.934       2824.422      3.067        
315.5     2679.0    30.443       2807.162      17.723       
316.5     2739.0    30.124       2790.008      2.867        
317.5     2745.0    30.090       2772.961      0.864        
318.5     2733.0    30.157       2756.019      0.583        
319.5     2784.0    29.862       2739.182      2.252        
320.5     2760.0    30.004       2722.450      1.566        
321.5     2668.0    30.498       2705.821      1.538        
322.5     2656.0    30.557       2689.295      1.187        
323.5     2656.0    30.557       2672.871      0.305        
324.5     2550.0    31.024       2656.549      11.795       
325.5     2551.0    31.020       2640.328      8.293        
326.5     2539.0    31.067       2624.207      7.522        
327.5     2569.0    30.947       2608.186      1.603        
328.5     2479.0    31.283       2592.265      13.109       
329.5     2604.0    30.798       2576.442      0.801        
330.5     2525.0    31.120       2560.717      1.317        
331.5     2483.0    31.270       2545.089      3.943        
332.5     2416.0    31.479       2529.558      13.013       
333.5     2562.0    30.976       2514.123      2.389        
334.5     2520.0    31.139       2498.784      0.464        
335.5     2394.0    31.540       2483.540      8.059        
336.5     2471.0    31.310       2468.390      0.007        
337.5     2383.0    31.569       2453.334      4.964        
338.5     2441.0    31.405       2438.371      0.007        
339.5     2389.0    31.553       2423.501      1.196        
340.5     2439.0    31.411       2408.722      0.929        
341.5     2381.0    31.574       2394.036      0.170        
342.5     2465.0    31.330       2379.440      7.458        
343.5     2325.0    31.706       2364.935      1.586        
344.5     2352.0    31.645       2350.519      0.002        
345.5     2362.0    31.622       2336.193      0.666        
346.5     2461.0    31.343       2321.955      19.681       
347.5     2406.0    31.507       2307.805      9.713        
348.5     2496.0    31.225       2293.744      41.957       
349.5     2304.0    31.749       2279.769      0.582        
350.5     2402.0    31.518       2265.880      18.652       <--
351.5     2375.0    31.589       2252.078      15.142       
352.5     2286.0    31.783       2238.361      2.247        
353.5     2319.0    31.719       2224.729      8.833        
354.5     2365.0    31.614       2211.182      23.673       
355.5     2298.0    31.761       2197.718      9.969        
356.5     2323.0    31.710       2184.338      19.121       
357.5     2326.0    31.704       2171.040      23.890       
