Test Chi Quadro_____________________________________________
x         y         sy           y*            Chi-quadro   
280.5     7889.0    nan          7885.014      nan          
281.5     7779.0    nan          7837.441      nan          
282.5     7861.0    nan          7790.157      nan          
283.5     7901.0    nan          7743.162      nan          
284.5     7641.0    nan          7696.453      nan          
285.5     7689.0    nan          7650.029      nan          
286.5     7620.0    nan          7603.888      nan          
287.5     7514.0    nan          7558.028      nan          
288.5     7600.0    nan          7512.448      nan          
289.5     7491.0    nan          7467.146      nan          
290.5     7371.0    nan          7422.120      nan          
291.5     7345.0    nan          7377.368      nan          
292.5     7208.0    nan          7332.889      nan          
293.5     7180.0    nan          7288.681      nan          
294.5     7212.0    nan          7244.743      nan          
295.5     7097.0    nan          7201.073      nan          
296.5     7138.0    nan          7157.669      nan          
297.5     7022.0    nan          7114.530      nan          
298.5     7019.0    nan          7071.653      nan          
299.5     7130.0    nan          7029.038      nan          
300.5     6951.0    nan          6986.683      nan          
301.5     6797.0    nan          6944.586      nan          
302.5     6891.0    nan          6902.746      nan          
303.5     6701.0    nan          6861.160      nan          
304.5     6597.0    nan          6819.829      nan          
305.5     6709.0    nan          6778.749      nan          
306.5     6540.0    nan          6737.920      nan          
307.5     6705.0    nan          6697.339      nan          
308.5     6519.0    nan          6657.006      nan          
309.5     6461.0    nan          6616.919      nan          
310.5     6573.0    nan          6577.076      nan          
311.5     6312.0    nan          6537.476      nan          
312.5     6481.0    nan          6498.118      nan          
313.5     6371.0    nan          6458.999      nan          
314.5     6286.0    nan          6420.119      nan          
315.5     6376.0    nan          6381.476      nan          
316.5     6232.0    nan          6343.069      nan          
317.5     6146.0    nan          6304.896      nan          
318.5     6189.0    nan          6266.955      nan          
319.5     6085.0    nan          6229.246      nan          
320.5     6090.0    nan          6191.767      nan          
321.5     6093.0    nan          6154.516      nan          
322.5     6053.0    nan          6117.492      nan          
323.5     5946.0    nan          6080.694      nan          
324.5     5998.0    nan          6044.120      nan          
325.5     5877.0    nan          6007.770      nan          
326.5     6033.0    nan          5971.641      nan          
327.5     5837.0    nan          5935.732      nan          
328.5     5760.0    nan          5900.042      nan          
329.5     5782.0    nan          5864.569      nan          
330.5     5915.0    nan          5829.313      nan          
331.5     5877.0    nan          5794.272      nan          
332.5     5565.0    nan          5759.445      nan          
333.5     5652.0    nan          5724.829      nan          
334.5     5701.0    nan          5690.425      nan          
335.5     5563.0    nan          5656.231      nan          
336.5     5696.0    nan          5622.245      nan          
337.5     5429.0    nan          5588.466      nan          
338.5     5548.0    nan          5554.893      nan          
339.5     5568.0    nan          5521.525      nan          
340.5     5598.0    nan          5488.360      nan          
341.5     5542.0    nan          5455.398      nan          
342.5     5451.0    nan          5422.636      nan          
343.5     5423.0    nan          5390.074      nan          
344.5     5261.0    nan          5357.711      nan          
345.5     5422.0    nan          5325.545      nan          
346.5     5331.0    nan          5293.575      nan          
347.5     5390.0    nan          5261.800      nan          
348.5     5207.0    nan          5230.218      nan          
349.5     5344.0    nan          5198.830      nan          
350.5     5262.0    nan          5167.632      nan          <--
351.5     5316.0    nan          5136.625      nan          
352.5     5257.0    nan          5105.807      nan          
353.5     5121.0    nan          5075.176      nan          
354.5     5419.0    nan          5044.733      nan          
355.5     5272.0    nan          5014.475      nan          
356.5     5358.0    nan          4984.401      nan          
357.5     5229.0    nan          4954.511      nan          
358.5     5260.0    nan          4924.803      nan          
359.5     5216.0    nan          4895.276      nan          
360.5     5249.0    nan          4865.929      nan          
361.5     5100.0    nan          4836.761      nan          
362.5     5094.0    nan          4807.771      nan          
363.5     5178.0    nan          4778.958      nan          
364.5     5118.0    nan          4750.320      nan          
365.5     5161.0    nan          4721.857      nan          
366.5     5130.0    nan          4693.567      nan          
367.5     5059.0    nan          4665.450      nan          
368.5     5047.0    nan          4637.504      nan          
369.5     4829.0    nan          4609.729      nan          
370.5     4893.0    nan          4582.123      nan          <--
371.5     4840.0    nan          4554.685      nan          
372.5     4810.0    nan          4527.415      nan          
373.5     4785.0    nan          4500.310      nan          
374.5     4706.0    nan          4473.372      nan          
375.5     4607.0    nan          4446.597      nan          
376.5     4471.0    nan          4419.985      nan          
377.5     4424.0    nan          4393.536      nan          
378.5     4438.0    nan          4367.248      nan          
379.5     4494.0    nan          4341.120      nan          
380.5     4353.0    nan          4315.152      nan          
381.5     4228.0    nan          4289.342      nan          
382.5     4200.0    nan          4263.689      nan          
383.5     4167.0    nan          4238.192      nan          
384.5     4166.0    nan          4212.851      nan          
385.5     4114.0    nan          4187.665      nan          
386.5     3916.0    13.118       4162.632      353.462      
387.5     3908.0    13.393       4137.752      294.282      
388.5     3856.0    15.031       4113.023      292.385      
389.5     3763.0    17.491       4088.445      346.208      
390.5     3838.0    15.548       4064.017      211.309      
391.5     3760.0    17.562       4039.738      253.708      
392.5     3755.0    17.681       4015.607      217.253      
393.5     3697.0    18.977       3991.623      241.029      
394.5     3541.0    21.904       3967.785      379.629      
395.5     3685.0    19.229       3944.092      181.547      
396.5     3505.0    22.488       3920.544      341.444      
397.5     3425.0    23.687       3897.140      397.300      
398.5     3609.0    20.715       3873.878      163.507      
399.5     3555.0    21.669       3850.758      186.293      
400.5     3478.0    22.908       3827.779      233.147      
401.5     3385.0    24.240       3804.940      300.128      
402.5     3338.0    24.854       3782.241      319.478      
403.5     3268.0    25.703       3759.679      365.941      
404.5     3337.0    24.867       3737.255      259.082      
405.5     3272.0    25.656       3714.968      298.102      
406.5     3224.0    26.198       3692.817      320.225      
407.5     3225.0    26.187       3670.801      289.797      
408.5     3173.0    26.740       3648.919      316.778      
409.5     3210.0    26.351       3627.171      250.639      
410.5     3251.0    25.897       3605.555      187.436      
411.5     3198.0    26.479       3584.071      212.588      
412.5     3197.0    26.489       3562.717      190.611      
413.5     3056.0    27.856       3541.494      303.768      
414.5     3124.0    27.228       3520.401      211.959      
415.5     3012.0    28.233       3499.436      298.065      
416.5     2945.0    28.767       3478.599      344.056      
417.5     3199.0    26.468       3457.888      95.671       
418.5     3035.0    28.039       3437.304      205.871      
419.5     3005.0    28.291       3416.846      211.914      
420.5     3029.0    28.090       3396.512      171.175      
421.5     3026.0    28.116       3376.303      155.237      
422.5     3038.0    28.013       3356.216      129.042      
423.5     2917.0    28.976       3336.252      209.344      
424.5     3013.0    28.225       3316.410      115.556      
425.5     2884.0    29.213       3296.688      199.575      
426.5     2959.0    28.660       3277.087      123.182      
427.5     2915.0    28.991       3257.605      139.656      
428.5     2938.0    28.820       3238.243      108.529      
429.5     2890.0    29.170       3218.998      127.204      
430.5     2863.0    29.357       3199.870      131.674      
431.5     2880.0    29.240       3180.859      105.867      
432.5     2840.0    29.510       3161.964      119.033      
433.5     2860.0    29.377       3143.184      92.921       
434.5     2795.0    29.795       3124.519      122.310      
435.5     2867.0    29.330       3105.968      66.383       
436.5     2852.0    29.431       3087.529      64.044       
437.5     2751.0    30.056       3069.203      112.087      
438.5     2759.0    30.010       3050.989      94.669       
439.5     2774.0    29.922       3032.885      74.858       
440.5     2790.0    29.826       3014.893      56.854       
441.5     2689.0    30.392       2997.009      102.708      
442.5     2769.0    29.951       2979.235      49.269       
443.5     2715.0    30.255       2961.569      66.416       
444.5     2701.0    30.330       2944.011      64.197       
445.5     2640.0    30.634       2926.560      87.504       
446.5     2586.0    30.876       2909.215      109.582      
447.5     2626.0    30.699       2891.976      75.064       
448.5     2652.0    30.577       2874.843      53.115       
449.5     2675.0    30.463       2857.813      36.013       
450.5     2573.0    30.931       2840.888      75.011       
451.5     2575.0    30.922       2824.065      64.875       
452.5     2501.0    31.207       2807.345      96.363       
453.5     2619.0    30.731       2790.727      31.226       
454.5     2496.0    31.225       2774.211      79.386       
455.5     2447.0    31.387       2757.795      98.051       
456.5     2488.0    31.253       2741.479      65.782       
457.5     2529.0    31.105       2725.263      39.812       
458.5     2426.0    31.450       2709.145      81.053       
459.5     2349.0    31.652       2693.126      118.200      
460.5     2424.0    31.456       2677.204      64.794       
461.5     2338.0    31.678       2661.380      104.213      
462.5     2406.0    31.507       2645.652      57.855       
463.5     2375.0    31.589       2630.020      65.172       
464.5     2348.0    31.655       2614.483      70.869       
465.5     2248.0    31.847       2599.041      121.500      
466.5     2238.0    31.862       2583.693      117.716      
467.5     2261.0    31.826       2568.438      93.312       
468.5     2238.0    31.862       2553.277      97.913       
469.5     2276.0    31.801       2538.208      67.984       
470.5     2256.0    31.835       2523.231      70.465       
471.5     2181.0    31.932       2508.345      105.086      
472.5     2172.0    31.941       2493.550      101.342      
473.5     2115.0    31.983       2478.845      129.419      
474.5     2150.0    31.960       2464.230      96.666       
475.5     2098.0    31.990       2449.704      120.868      
476.5     2020.0    31.997       2435.266      168.436      
477.5     2074.0    31.997       2420.916      117.549      
478.5     2113.0    31.984       2406.654      84.297       
479.5     2023.0    31.998       2392.479      133.335      
480.5     2052.0    32.000       2378.391      104.034      
481.5     2058.0    32.000       2364.388      91.675       
482.5     2069.0    31.998       2350.470      77.377       
483.5     2097.0    31.991       2336.638      56.112       
484.5     2022.0    31.997       2322.889      88.427       
485.5     2009.0    31.994       2309.225      88.054       
486.5     2058.0    32.000       2295.644      55.152       
487.5     2021.0    31.997       2282.145      66.610       
488.5     1940.0    31.955       2268.729      105.825      
489.5     2072.0    31.998       2255.395      32.850       
490.5     1999.0    31.991       2242.142      57.766       
491.5     1976.0    31.980       2228.970      62.571       
492.5     2008.0    31.994       2215.878      42.217       
493.5     1918.0    31.935       2202.866      79.567       
494.5     2000.0    31.991       2189.933      35.249       
495.5     1977.0    31.981       2177.079      39.141       
496.5     2009.0    31.994       2164.304      23.563       
497.5     2111.0    31.985       2151.606      1.612        
498.5     1999.0    31.991       2138.986      19.148       
499.5     2004.0    31.993       2126.443      14.648       

Gradi di liberta = 217
Chi-quadro = nan
p-value = nan

