****************************************************************************************************
SERIE 35
****************************************************************************************************

Test ipotesi linearità_____________________________________
Covarianza = 0.36568
Indice Pearson = 0.99995 +/- 0.00038
Gradi di Liberta' = 737
	t = 2624.671426038679
	p-value (due code) = 0.0

Parametri___________________________________________________
y = a + bx
a = -1.26691 +/- 0.00622
b = 28.94759 +/- 0.01104

Test bontà fit _____________________________________________
x         y         sy           y*            Chi-quadro   
0.73421   19.99000  0.30000      19.98683      0.00011      
0.73368   19.98000  0.30000      19.97123      0.00085      
0.73368   19.97000  0.30000      19.97123      0.00002      
0.73314   19.96000  0.30000      19.95566      0.00021      
0.73260   19.95000  0.30000      19.94011      0.00109      
0.73206   19.93000  0.30000      19.92459      0.00033      
0.73153   19.94000  0.30000      19.90909      0.01062      
0.73153   19.91000  0.30000      19.90909      0.00001      
0.73099   19.91000  0.30000      19.89361      0.00299      
0.73046   19.92000  0.30000      19.87815      0.01946      
0.72993   19.90000  0.30000      19.86272      0.01544      
0.72993   19.89000  0.30000      19.86272      0.00827      
0.72939   19.86000  0.30000      19.84730      0.00179      
0.72886   19.86000  0.30000      19.83192      0.00876      
0.72886   19.87000  0.30000      19.83192      0.01612      
0.72833   19.85000  0.30000      19.81655      0.01243      
0.72780   19.84000  0.30000      19.80120      0.01672      
0.72674   19.82000  0.30000      19.77058      0.02714      
0.72569   19.78000  0.30000      19.74005      0.01773      
0.72516   19.77000  0.30000      19.72481      0.02269      
0.72516   19.76000  0.30000      19.72481      0.01376      
0.72464   19.75000  0.30000      19.70960      0.01813      
0.72411   19.72000  0.30000      19.69441      0.00727      
0.72359   19.72000  0.30000      19.67925      0.01845      
0.72307   19.69000  0.30000      19.66410      0.00745      
0.72254   19.68000  0.30000      19.64898      0.01069      
0.72202   19.66000  0.30000      19.63388      0.00758      
0.72150   19.64000  0.30000      19.61880      0.00500      
0.72098   19.63000  0.30000      19.60374      0.00766      
0.72098   19.62000  0.30000      19.60374      0.00294      
0.72046   19.61000  0.30000      19.58870      0.00504      
0.72046   19.60000  0.30000      19.58870      0.00142      
0.71994   19.58000  0.30000      19.57369      0.00044      
0.71942   19.56000  0.30000      19.55869      0.00002      
0.71891   19.55000  0.30000      19.54372      0.00044      
0.71839   19.54000  0.30000      19.52877      0.00140      
0.71839   19.52000  0.30000      19.52877      0.00085      
0.71788   19.49000  0.30000      19.51384      0.00632      
0.71788   19.49000  0.30000      19.51384      0.00632      
0.71736   19.48000  0.30000      19.49894      0.00398      
0.71685   19.47000  0.30000      19.48405      0.00219      
0.71633   19.46000  0.30000      19.46919      0.00094      
0.71582   19.46000  0.30000      19.45434      0.00036      
0.71582   19.45000  0.30000      19.45434      0.00021      
0.71531   19.45000  0.30000      19.43952      0.00122      
0.71480   19.44000  0.30000      19.42472      0.00259      
0.71480   19.43000  0.30000      19.42472      0.00031      
0.71429   19.42000  0.30000      19.40994      0.00112      
0.71378   19.41000  0.30000      19.39518      0.00244      
0.71327   19.40000  0.30000      19.38044      0.00425      
0.71327   19.40000  0.30000      19.38044      0.00425      
0.71276   19.39000  0.30000      19.36573      0.00655      
0.71276   19.38000  0.30000      19.36573      0.00226      
0.71225   19.37000  0.30000      19.35103      0.00400      
0.71174   19.37000  0.30000      19.33636      0.01258      
0.71124   19.36000  0.30000      19.32170      0.01630      
0.71073   19.34000  0.30000      19.30707      0.01205      
0.71023   19.32000  0.30000      19.29246      0.00843      
0.70972   19.31000  0.30000      19.27787      0.01147      
0.70922   19.29000  0.30000      19.26329      0.00792      
0.70922   19.28000  0.30000      19.26329      0.00310      
0.70872   19.26000  0.30000      19.24874      0.00141      
0.70822   19.26000  0.30000      19.23422      0.00739      
0.70771   19.25000  0.30000      19.21971      0.01020      
0.70721   19.23000  0.30000      19.20522      0.00682      
0.70671   19.21000  0.30000      19.19075      0.00412      
0.70621   19.20000  0.30000      19.17630      0.00624      
0.70572   19.17000  0.30000      19.16188      0.00073      
0.70522   19.16000  0.30000      19.14747      0.00174      
0.70472   19.14000  0.30000      19.13308      0.00053      
0.70423   19.12000  0.30000      19.11872      0.00002      
0.70373   19.11000  0.30000      19.10437      0.00035      
0.70323   19.09000  0.30000      19.09004      0.00000      
0.70274   19.08000  0.30000      19.07574      0.00020      
0.70274   19.07000  0.30000      19.07574      0.00037      
0.70225   19.05000  0.30000      19.06145      0.00146      
0.70126   19.03000  0.30000      19.03294      0.00010      
0.70028   19.00000  0.30000      19.00451      0.00023      
0.69979   18.99000  0.30000      18.99032      0.00000      
0.69930   18.98000  0.30000      18.97616      0.00016      
0.69881   18.97000  0.30000      18.96201      0.00071      
0.69832   18.96000  0.30000      18.94789      0.00163      
0.69784   18.95000  0.30000      18.93378      0.00292      
