Tempo,Forzante,Pendolo,Ampiezza,Fase
0.000,-29.889,0.140,0.118,174.959
0.020,-31.453,0.141,0.118,174.904
0.040,-32.566,0.146,0.118,174.855
0.060,-33.217,0.147,0.118,174.809
0.080,-33.457,0.152,0.118,174.773
0.100,-33.293,0.148,0.118,174.729
0.120,-32.678,0.145,0.118,174.695
0.140,-31.576,0.149,0.118,174.646
0.160,-30.041,0.142,0.118,174.611
0.180,-28.137,0.141,0.118,174.565
0.200,-25.834,0.135,0.118,174.526
0.220,-23.215,0.133,0.118,174.479
0.240,-20.244,0.128,0.118,174.439
0.260,-17.010,0.120,0.118,174.393
0.280,-13.570,0.116,0.118,174.344
0.300,-9.908,0.112,0.118,174.294
0.320,-6.146,0.108,0.118,174.244
0.340,-2.291,0.100,0.118,174.190
0.360,1.617,0.091,0.118,174.137
0.380,5.484,0.087,0.118,174.084
0.400,9.281,0.078,0.118,174.031
0.420,12.967,0.074,0.118,173.979
0.440,16.453,0.067,0.118,173.933
0.460,19.746,0.059,0.118,173.889
0.480,22.764,0.054,0.118,173.857
0.500,25.523,0.045,0.118,173.838
0.520,27.891,0.048,0.118,173.827
0.540,29.895,0.041,0.118,173.818
0.560,31.506,0.038,0.118,173.823
0.580,32.713,0.037,0.118,173.837
0.600,33.475,0.035,0.118,173.853
0.620,33.809,0.037,0.118,173.877
0.640,33.668,0.034,0.118,173.907
0.660,33.111,0.034,0.118,173.958
0.680,32.121,0.037,0.118,174.005
0.700,30.686,0.037,0.118,174.067
0.720,28.857,0.041,0.118,174.123
0.740,26.660,0.045,0.118,174.190
0.760,24.070,0.049,0.118,174.248
0.780,21.176,0.054,0.118,174.315
0.800,18.035,0.056,0.118,174.378
0.820,14.596,0.063,0.118,174.445
0.840,11.021,0.069,0.118,174.510
0.860,7.266,0.075,0.118,174.574
0.880,3.434,0.081,0.118,174.637
0.900,-0.428,0.086,0.118,174.700
0.920,-4.307,0.095,0.118,174.762
0.940,-8.145,0.099,0.118,174.829
0.960,-11.871,0.108,0.118,174.891
0.980,-15.398,0.115,0.118,174.961
1.000,-18.727,0.117,0.118,175.030
1.020,-21.850,0.127,0.118,175.103
1.040,-24.615,0.124,0.118,175.183
1.060,-27.100,0.134,0.118,175.255
1.080,-29.209,0.132,0.118,175.331
1.100,-30.908,0.138,0.118,175.410
1.120,-32.174,0.144,0.118,175.498
1.140,-33.047,0.145,0.118,175.593
1.160,-33.434,0.145,0.118,175.680
1.180,-33.422,0.149,0.118,175.757
1.200,-32.977,0.144,0.118,175.855
1.220,-32.074,0.146,0.118,175.931
1.240,-30.709,0.141,0.118,176.014
1.260,-28.951,0.149,0.118,176.088
1.280,-26.801,0.135,0.118,176.175
1.300,-24.305,0.140,0.118,176.239
1.320,-21.451,0.128,0.118,176.309
1.340,-18.311,0.128,0.118,176.358
1.360,-14.971,0.123,0.118,176.407
1.380,-11.361,0.117,0.118,176.445
1.400,-7.623,0.111,0.118,176.475
1.420,-3.791,0.106,0.118,176.498
1.440,0.094,0.098,0.118,176.509
1.460,3.984,0.090,0.118,176.516
1.480,7.816,0.084,0.118,176.516
1.500,11.531,0.079,0.118,176.517
1.520,15.135,0.074,0.118,176.506
1.540,18.504,0.062,0.118,176.491
1.560,21.633,0.066,0.118,176.479
1.580,24.510,0.049,0.118,176.449
1.600,27.018,0.060,0.118,176.438
1.620,29.174,0.044,0.118,176.393
1.640,30.937,0.048,0.118,176.374
1.660,32.297,0.038,0.118,176.340
1.680,33.234,0.045,0.118,176.314
1.700,33.727,0.037,0.118,176.272
1.720,33.779,0.041,0.118,176.236
1.740,33.387,0.036,0.118,176.197
1.760,32.537,0.041,0.118,176.151
1.780,31.283,0.037,0.118,176.112
1.800,29.584,0.044,0.118,176.078
1.820,27.562,0.045,0.118,176.041
1.840,25.096,0.049,0.118,175.992
1.860,22.318,0.056,0.118,175.941
1.880,19.254,0.058,0.118,175.883
1.900,15.943,0.070,0.118,175.823
1.920,12.393,0.067,0.118,175.757
1.940,8.707,0.080,0.118,175.688
1.960,4.910,0.081,0.118,175.617
1.980,1.031,0.092,0.118,175.541
2.000,-2.848,0.094,0.118,175.464
2.020,-6.691,0.106,0.118,175.385
2.040,-10.477,0.103,0.118,175.306
2.060,-14.086,0.118,0.118,175.223
2.080,-17.467,0.115,0.118,175.144
2.100,-20.678,0.130,0.118,175.062
2.120,-23.584,0.123,0.118,174.992
2.140,-26.191,0.140,0.118,174.909
2.160,-28.436,0.136,0.118,174.845
2.180,-30.287,0.145,0.118,174.789
2.200,-31.752,0.144,0.118,174.745
2.220,-32.760,0.152,0.118,174.702
2.240,-33.340,0.142,0.118,174.676
2.260,-33.463,0.153,0.118,174.627
2.280,-33.164,0.145,0.118,174.618
2.300,-32.443,0.154,0.120,174.599
2.320,-31.260,0.138,0.120,174.600
2.340,-29.660,0.153,0.120,174.576
2.360,-27.645,0.135,0.120,174.589
2.380,-25.271,0.141,0.120,174.581
2.400,-22.547,0.127,0.120,174.595
2.420,-19.512,0.128,0.120,174.593
2.440,-16.242,0.119,0.120,174.603
2.460,-12.744,0.117,0.120,174.609
2.480,-9.070,0.108,0.120,174.619
2.500,-5.250,0.107,0.120,174.631
2.520,-1.371,0.095,0.120,174.639
2.540,2.520,0.095,0.120,174.654
2.560,6.363,0.086,0.120,174.666
2.580,10.125,0.076,0.120,174.686
2.600,13.787,0.075,0.120,174.712
2.620,17.238,0.064,0.120,174.740
2.640,20.467,0.065,0.120,174.782
2.660,23.449,0.054,0.120,174.826
2.680,26.104,0.051,0.120,174.881
2.700,28.383,0.042,0.120,174.934
2.720,30.299,0.047,0.120,175.021
2.740,31.828,0.038,0.120,175.079
2.760,32.936,0.040,0.120,175.165
2.780,33.592,0.035,0.120,175.239
2.800,33.814,0.040,0.120,175.334
2.820,33.586,0.032,0.122,175.415
2.840,32.895,0.039,0.122,175.512
2.860,31.822,0.037,0.122,175.601
2.880,30.293,0.041,0.122,175.699
2.900,28.377,0.037,0.122,175.798
2.920,26.086,0.049,0.122,175.903
2.940,23.432,0.045,0.122,175.989
2.960,20.479,0.058,0.122,176.082
2.980,17.250,0.057,0.122,176.163
3.000,13.770,0.071,0.122,176.246
3.020,10.154,0.062,0.122,176.393
3.040,6.387,0.082,0.122,176.393
3.060,2.549,0.077,0.122,176.465
3.080,-1.336,0.094,0.122,176.529
