Tempo,Forzante,Pendolo,Ampiezza,Fase
0.000,-22.852,0.295,0.630,104.702
0.020,-19.687,0.322,0.630,104.848
0.040,-16.283,0.326,0.630,105.043
0.060,-12.627,0.336,0.630,105.260
0.080,-8.760,0.337,0.630,105.496
0.100,-4.811,0.340,0.630,105.731
0.120,-0.738,0.327,0.630,105.957
0.140,3.322,0.319,0.630,106.155
0.160,7.336,0.302,0.630,106.322
0.180,11.227,0.284,0.630,106.443
0.200,14.988,0.261,0.630,106.515
0.220,18.510,0.232,0.630,106.531
0.240,21.750,0.202,0.630,106.489
0.260,24.732,0.173,0.630,106.393
0.280,27.311,0.134,0.630,106.248
0.300,29.514,0.104,0.630,106.063
0.320,31.248,0.064,0.630,105.847
0.340,32.584,0.026,0.630,105.611
0.360,33.428,-0.009,0.630,105.370
0.380,33.768,-0.049,0.630,105.135
0.400,33.650,-0.076,0.630,104.921
0.420,33.041,-0.120,0.630,104.738
0.440,31.969,-0.149,0.630,104.600
0.460,30.416,-0.182,0.630,104.508
0.480,28.453,-0.205,0.630,104.474
0.500,26.068,-0.225,0.630,104.493
0.520,23.273,-0.241,0.630,104.566
0.540,20.168,-0.255,0.630,104.683
0.560,16.775,-0.270,0.630,104.841
0.580,13.131,-0.278,0.630,105.031
0.600,9.316,-0.286,0.630,105.238
0.620,5.355,-0.277,0.630,105.452
0.640,1.301,-0.274,0.630,105.654
0.660,-2.760,-0.256,0.630,105.836
0.680,-6.768,-0.247,0.630,105.982
0.700,-10.705,-0.224,0.630,106.089
0.720,-14.432,-0.205,0.630,106.146
0.740,-18.000,-0.179,0.630,106.150
0.760,-21.305,-0.152,0.630,106.100
0.780,-24.258,-0.119,0.630,105.999
0.800,-26.895,-0.077,0.630,105.850
0.820,-29.109,-0.052,0.630,105.441
0.840,-30.943,-0.013,0.630,105.441
0.860,-32.273,0.020,0.630,105.204
0.880,-33.152,0.062,0.630,104.962
0.900,-33.492,0.096,0.630,104.727
0.920,-33.422,0.133,0.629,104.515
0.940,-32.895,0.165,0.629,104.335
0.960,-31.840,0.203,0.629,104.197
0.980,-30.328,0.232,0.629,104.112
1.000,-28.365,0.258,0.629,104.082
1.020,-25.986,0.282,0.629,104.107
1.040,-23.203,0.304,0.629,104.187
1.060,-20.092,0.323,0.629,104.318
1.080,-16.723,0.333,0.629,104.494
1.100,-13.090,0.340,0.629,104.702
1.120,-9.234,0.344,0.630,104.929
1.140,-5.268,0.345,0.632,105.162
1.160,-1.213,0.334,0.632,105.389
1.180,2.848,0.326,0.632,105.593
1.200,6.867,0.312,0.632,105.770
1.220,10.775,0.287,0.632,105.906
1.240,14.566,0.266,0.632,105.993
1.260,18.129,0.239,0.632,106.026
1.280,21.404,0.214,0.632,106.006
1.300,24.422,0.178,0.632,105.932
1.320,27.029,0.146,0.632,105.811
1.340,29.268,0.111,0.632,105.459
1.360,31.078,0.071,0.632,105.459
1.380,32.443,0.036,0.632,105.247
1.400,33.334,-0.002,0.632,105.030
1.420,33.744,-0.038,0.632,104.819
1.440,33.691,-0.074,0.632,104.628
1.460,33.152,-0.107,0.632,104.469
1.480,32.115,-0.143,0.632,104.352
1.500,30.615,-0.168,0.632,104.286
1.520,28.693,-0.201,0.632,104.274
1.540,26.367,-0.216,0.632,104.416
1.560,23.607,-0.242,0.632,104.416
1.580,20.531,-0.250,0.632,104.563
1.600,17.168,-0.269,0.632,104.748
1.620,13.547,-0.274,0.632,104.968
1.640,9.744,-0.280,0.632,105.206
1.660,5.807,-0.278,0.632,105.450
1.680,1.775,-0.270,0.632,105.685
1.700,-2.268,-0.259,0.632,105.897
1.720,-6.299,-0.244,0.632,106.077
1.740,-10.248,-0.228,0.632,106.213
1.760,-13.998,-0.208,0.632,106.301
1.780,-17.572,-0.184,0.632,106.335
1.800,-20.877,-0.150,0.632,106.313
1.820,-23.912,-0.122,0.632,106.236
1.840,-26.572,-0.083,0.632,106.109
1.860,-28.846,-0.053,0.632,105.939
1.880,-30.715,-0.020,0.632,105.736
1.900,-32.080,0.017,0.632,105.282
1.920,-33.035,0.051,0.632,105.282
1.940,-33.451,0.091,0.632,105.054
1.960,-33.439,0.125,0.632,104.845
1.980,-32.924,0.161,0.632,104.666
2.000,-31.939,0.193,0.632,104.527
2.020,-30.469,0.227,0.632,104.435
2.040,-28.564,0.249,0.632,104.397
2.060,-26.221,0.278,0.632,104.411
2.080,-23.520,0.294,0.632,104.480
