Tempo,Forzante,Pendolo,Ampiezza,Fase
0.000,13.488,0.435,0.679,98.727
0.020,17.098,0.416,0.679,98.787
0.040,20.473,0.382,0.679,98.793
0.060,23.578,0.357,0.679,98.742
0.080,26.314,0.320,0.679,98.638
0.100,28.658,0.283,0.679,98.486
0.120,30.580,0.248,0.679,98.294
0.140,32.092,0.208,0.679,98.071
0.160,33.123,0.169,0.679,97.832
0.180,33.686,0.126,0.679,97.588
0.200,33.750,0.087,0.679,97.354
0.220,33.363,0.046,0.679,97.142
0.240,32.461,0.009,0.679,96.966
0.260,31.107,-0.027,0.679,96.835
0.280,29.309,-0.062,0.679,96.757
0.300,27.105,-0.089,0.679,96.737
0.320,24.451,-0.118,0.679,96.774
0.340,21.486,-0.137,0.679,96.870
0.360,18.217,-0.155,0.679,97.014
0.380,14.654,-0.174,0.679,97.203
0.400,10.887,-0.184,0.679,97.664
0.420,6.996,-0.183,0.679,97.664
0.440,2.994,-0.189,0.683,97.907
0.460,-1.055,-0.181,0.683,98.145
0.480,-5.080,-0.172,0.683,98.360
0.500,-9.076,-0.157,0.683,98.542
0.520,-12.891,-0.139,0.683,98.680
0.540,-16.500,-0.116,0.683,98.769
0.560,-19.904,-0.087,0.683,98.802
0.580,-23.016,-0.062,0.683,98.780
0.600,-25.781,-0.028,0.683,98.704
0.620,-28.160,0.010,0.683,98.579
0.640,-30.141,0.046,0.683,98.412
0.660,-31.664,0.083,0.683,98.215
0.680,-32.742,0.123,0.683,97.999
0.700,-33.293,0.164,0.683,97.779
0.720,-33.416,0.206,0.683,97.567
0.740,-33.041,0.240,0.683,97.377
0.760,-32.191,0.285,0.683,97.221
0.780,-30.844,0.314,0.683,97.110
0.800,-29.051,0.355,0.683,97.049
0.820,-26.830,0.380,0.683,97.047
0.840,-24.240,0.414,0.683,97.099
0.860,-21.264,0.431,0.683,97.211
0.880,-17.977,0.459,0.683,97.367
0.900,-14.461,0.467,0.683,97.798
0.920,-10.670,0.484,0.683,97.798
