Tempo,Forzante,Pendolo,Ampiezza,Fase
0.000,-6.035,0.070,0.218,167.003
0.020,-9.920,0.074,0.218,166.988
0.040,-13.635,0.091,0.218,166.968
0.060,-17.162,0.099,0.218,166.945
0.080,-20.432,0.113,0.218,166.921
0.100,-23.437,0.124,0.218,166.904
0.120,-26.104,0.132,0.218,166.889
0.140,-28.412,0.141,0.218,166.880
0.160,-30.322,0.149,0.218,166.882
0.180,-31.799,0.156,0.218,166.890
0.200,-32.830,0.166,0.218,166.920
0.220,-33.340,0.168,0.218,166.962
0.240,-33.480,0.174,0.218,167.023
0.260,-33.141,0.173,0.218,167.086
0.280,-32.361,0.174,0.218,167.166
0.300,-31.078,0.171,0.218,167.247
0.320,-29.338,0.170,0.218,167.339
0.340,-27.246,0.164,0.218,167.427
0.360,-24.744,0.162,0.218,167.519
0.380,-21.885,0.148,0.218,167.605
0.400,-18.703,0.144,0.218,167.685
0.420,-15.299,0.133,0.218,167.755
0.440,-11.666,0.128,0.218,167.818
0.460,-7.869,0.113,0.218,167.868
0.480,-3.926,0.105,0.218,167.906
0.500,0.041,0.095,0.218,167.932
0.520,4.025,0.083,0.218,167.946
0.540,7.934,0.071,0.218,167.948
0.560,11.719,0.058,0.218,167.942
0.580,15.381,0.049,0.218,167.926
0.600,18.814,0.032,0.218,167.902
0.620,21.984,0.026,0.218,167.878
0.640,24.885,0.012,0.218,167.853
0.660,27.375,0.007,0.218,167.831
0.680,29.525,-0.006,0.218,167.812
0.700,31.236,-0.004,0.218,167.795
0.720,32.537,-0.021,0.218,167.784
0.740,33.387,-0.018,0.218,167.783
0.760,33.773,-0.029,0.218,167.797
0.780,33.691,-0.025,0.218,167.813
0.800,33.152,-0.030,0.218,167.837
0.820,32.162,-0.030,0.218,167.858
0.840,30.709,-0.029,0.218,167.895
0.860,28.857,-0.027,0.218,167.922
0.880,26.602,-0.016,0.218,167.978
0.900,23.947,-0.012,0.218,167.978
0.920,20.988,-0.003,0.218,167.997
0.940,17.736,0.000,0.218,168.003
0.960,14.215,0.010,0.218,168.005
0.980,10.541,0.016,0.218,167.996
1.000,6.691,0.035,0.218,167.975
1.020,2.766,0.042,0.218,167.941
1.040,-1.201,0.054,0.218,167.895
1.060,-5.150,0.063,0.218,167.838
1.080,-9.059,0.076,0.218,167.772
1.100,-12.803,0.087,0.218,167.691
1.120,-16.354,0.095,0.218,167.612
1.140,-19.723,0.109,0.218,167.519
1.160,-22.775,0.120,0.218,167.429
1.180,-25.523,0.134,0.218,167.338
1.200,-27.896,0.138,0.218,167.254
1.220,-29.918,0.152,0.218,167.169
1.240,-31.494,0.149,0.218,167.103
1.260,-32.602,0.165,0.218,167.032
1.280,-33.270,0.163,0.218,166.947
1.300,-33.475,0.174,0.218,166.947
1.320,-33.246,0.166,0.218,166.925
1.340,-32.543,0.178,0.218,166.907
1.360,-31.371,0.161,0.218,166.907
1.380,-29.742,0.178,0.218,166.907
1.400,-27.703,0.155,0.218,166.918
1.420,-25.301,0.167,0.218,166.926
1.440,-22.535,0.145,0.218,166.939
1.460,-19.418,0.146,0.218,166.944
1.480,-16.049,0.132,0.218,166.946
1.500,-12.457,0.128,0.218,166.942
1.520,-8.689,0.112,0.218,166.934
1.540,-4.793,0.103,0.218,166.916
1.560,-0.803,0.092,0.218,166.888
1.580,3.158,0.079,0.218,166.852
1.600,7.072,0.070,0.218,166.810
1.620,10.887,0.051,0.218,166.760
1.640,14.602,0.049,0.218,166.710
1.660,18.088,0.024,0.218,166.652
1.680,21.311,0.028,0.218,166.606
1.700,24.270,-0.001,0.218,166.551
1.720,26.848,0.012,0.218,166.519
1.740,29.080,-0.014,0.218,166.480
1.760,30.879,-0.012,0.218,166.461
1.780,32.291,-0.029,0.218,166.456
1.800,33.234,-0.021,0.218,166.465
1.820,33.727,-0.034,0.218,166.488
1.840,33.750,-0.028,0.218,166.527
1.860,33.316,-0.038,0.218,166.581
1.880,32.426,-0.034,0.218,166.645
1.900,31.078,-0.030,0.218,166.726
1.920,29.303,-0.032,0.218,166.805
1.940,27.135,-0.019,0.218,166.901
1.960,24.592,-0.025,0.218,166.983
1.980,21.662,-0.004,0.218,167.078
2.000,18.492,-0.016,0.218,167.155
2.020,15.018,0.013,0.218,167.241
2.040,11.385,0.003,0.218,167.308
2.060,7.564,0.034,0.218,167.374
2.080,3.650,0.026,0.218,167.427
2.100,-0.311,0.054,0.218,167.472
2.120,-4.260,0.052,0.218,167.509
2.140,-8.168,0.074,0.218,167.535
2.160,-11.971,0.076,0.218,167.558
2.180,-15.568,0.100,0.218,167.570
2.200,-18.979,0.101,0.218,167.586
2.220,-22.113,0.117,0.218,167.596
2.240,-24.908,0.123,0.218,167.612
2.260,-27.410,0.133,0.218,167.628
2.280,-29.490,0.146,0.218,167.650
2.300,-31.172,0.147,0.218,167.683
2.320,-32.379,0.161,0.218,167.724
2.340,-33.158,0.156,0.218,167.777
2.360,-33.480,0.172,0.218,167.832
2.380,-33.334,0.163,0.218,167.908
2.400,-32.754,0.177,0.218,167.979
2.420,-31.705,0.161,0.218,168.068
2.440,-30.141,0.173,0.218,168.143
2.460,-28.219,0.160,0.218,168.238
2.480,-25.893,0.165,0.218,168.315
2.500,-23.209,0.147,0.218,168.395
2.520,-20.162,0.150,0.218,168.461
2.540,-16.846,0.133,0.218,168.522
2.560,-13.312,0.133,0.218,168.567
2.580,-9.568,0.114,0.218,168.601
2.600,-5.695,0.111,0.218,168.621
2.620,-1.729,0.095,0.218,168.627
2.640,2.250,0.087,0.218,168.619
2.660,6.187,0.073,0.218,168.598
2.680,10.049,0.061,0.218,168.565
2.700,13.775,0.050,0.218,168.522
2.720,17.303,0.041,0.218,168.469
2.740,20.590,0.026,0.218,168.408
2.760,23.631,0.019,0.218,168.346
2.780,26.303,0.008,0.218,168.224
2.800,28.605,-0.002,0.218,168.224
2.820,30.521,-0.008,0.218,168.172
2.840,32.021,-0.015,0.218,168.119
2.860,33.064,-0.022,0.218,168.075
2.880,33.650,-0.024,0.218,168.039
2.900,33.785,-0.030,0.218,168.010
2.920,33.463,-0.029,0.218,167.991
2.940,32.654,-0.034,0.218,167.980
2.960,31.412,-0.027,0.218,167.970
2.980,29.707,-0.029,0.218,167.961
3.000,27.656,-0.016,0.218,167.957
3.020,25.172,-0.019,0.218,167.947
3.040,22.336,-0.008,0.218,167.938
3.060,19.201,-0.004,0.218,167.922
3.080,15.814,0.006,0.218,167.875
3.100,12.193,0.017,0.218,167.875
3.120,8.408,0.028,0.218,167.835
3.140,4.518,0.037,0.218,167.785
3.160,0.545,0.054,0.218,167.726
3.180,-3.410,0.062,0.216,167.657
3.200,-7.336,0.073,0.216,167.578
3.220,-11.162,0.085,0.216,167.493
3.240,-14.818,0.097,0.216,167.400
3.260,-18.252,0.106,0.216,167.308
3.280,-21.451,0.116,0.216,167.206
3.300,-24.334,0.132,0.216,167.115
3.320,-26.883,0.134,0.216,167.027
3.340,-29.086,0.146,0.216,166.947
3.360,-30.850,0.156,0.216,166.821
3.380,-32.174,0.159,0.216,166.821
3.400,-33.047,0.166,0.216,166.778
3.420,-33.410,0.170,0.216,166.754
3.440,-33.434,0.173,0.216,166.746
3.460,-32.918,0.174,0.216,166.743
3.480,-31.963,0.171,0.216,166.757
3.500,-30.545,0.171,0.216,166.774
3.520,-28.676,0.167,0.216,166.809
3.540,-26.443,0.167,0.216,166.848
3.560,-23.830,0.157,0.216,166.898
3.580,-20.842,0.149,0.216,166.936
3.600,-17.607,0.140,0.216,166.975
3.620,-14.104,0.129,0.216,167.009
3.640,-10.412,0.123,0.216,167.037
3.660,-6.551,0.111,0.216,167.061
3.680,-2.607,0.098,0.216,167.076
3.700,1.377,0.089,0.216,167.083
3.720,5.326,0.074,0.216,167.083
3.740,9.199,0.066,0.216,167.078
3.760,12.967,0.054,0.216,167.069
3.780,16.541,0.042,0.216,167.055
3.800,19.893,0.026,0.216,167.044
3.820,22.975,0.020,0.216,167.032
3.840,25.729,0.010,0.216,167.029
3.860,28.125,-0.000,0.216,167.028
3.880,30.129,-0.012,0.216,167.049
3.900,31.717,-0.016,0.216,167.070
3.920,32.877,-0.021,0.216,167.119
3.940,33.574,-0.025,0.216,167.156
3.960,33.803,-0.029,0.216,167.234
3.980,33.574,-0.029,0.216,167.296
4.000,32.889,-0.030,0.216,167.390
4.020,31.729,-0.031,0.216,167.470
4.040,30.135,-0.029,0.216,167.572
4.060,28.166,-0.029,0.216,167.669
4.080,25.764,-0.017,0.216,167.777
4.100,23.010,-0.018,0.216,167.867
4.120,19.951,-0.006,0.216,167.961
4.140,16.605,-0.000,0.216,168.043
4.160,13.025,0.015,0.216,168.116
4.180,9.281,0.016,0.216,168.176
4.200,5.414,0.029,0.216,168.225
4.220,1.465,0.041,0.216,168.262
4.240,-2.496,0.053,0.216,168.287
4.260,-6.416,0.060,0.216,168.297
4.280,-10.295,0.079,0.216,168.302
4.300,-13.975,0.086,0.216,168.290
4.320,-17.484,0.099,0.216,168.279
4.340,-20.754,0.111,0.216,168.257
4.360,-23.701,0.121,0.216,168.242
4.380,-26.332,0.133,0.216,168.214
4.400,-28.588,0.140,0.216,168.202
4.420,-30.469,0.149,0.216,168.179
4.440,-31.898,0.153,0.216,168.174
4.460,-32.877,0.161,0.216,168.168
