Tempo,Forzante,Pendolo,Ampiezza,Fase
0.000,-28.061,-0.015,0.678,94.248
0.020,-30.041,0.016,0.678,94.071
0.040,-31.635,0.057,0.678,93.858
0.060,-32.701,0.094,0.678,93.619
0.080,-33.281,0.136,0.678,93.368
0.100,-33.434,0.171,0.678,93.119
0.120,-33.064,0.212,0.678,92.886
0.140,-32.262,0.253,0.678,92.681
0.160,-30.961,0.294,0.678,92.515
0.180,-29.150,0.324,0.678,92.399
0.200,-26.977,0.357,0.678,92.337
0.220,-24.375,0.385,0.678,92.329
0.240,-21.416,0.414,0.678,92.380
0.260,-18.123,0.439,0.678,92.482
0.280,-14.619,0.454,0.678,92.632
0.300,-10.852,0.471,0.678,92.816
0.320,-6.920,0.476,0.678,93.028
0.340,-2.912,0.485,0.678,93.249
0.360,1.148,0.481,0.678,93.469
0.380,5.191,0.478,0.678,93.674
0.400,9.146,0.464,0.678,93.849
0.420,13.014,0.446,0.678,93.985
0.440,16.670,0.428,0.678,94.071
0.460,20.074,0.405,0.678,94.105
0.480,23.209,0.374,0.678,94.082
0.500,26.010,0.348,0.678,94.002
0.520,28.395,0.311,0.678,93.870
0.540,30.381,0.275,0.678,93.695
0.560,31.934,0.236,0.678,93.483
0.580,33.023,0.199,0.678,93.248
0.600,33.639,0.154,0.678,93.001
0.620,33.785,0.118,0.678,92.758
0.640,33.428,0.075,0.678,92.531
0.660,32.584,0.040,0.678,92.334
0.680,31.277,0.002,0.678,92.178
0.700,29.537,-0.040,0.678,92.070
0.720,27.375,-0.066,0.678,92.022
0.740,24.773,-0.100,0.678,92.028
0.760,21.832,-0.125,0.678,92.096
0.780,18.598,-0.145,0.678,92.217
0.800,15.059,-0.168,0.678,92.388
0.820,11.314,-0.172,0.678,92.597
0.840,7.447,-0.191,0.680,92.829
0.860,3.445,-0.184,0.680,93.076
0.880,-0.609,-0.190,0.680,93.320
0.900,-4.646,-0.182,0.680,93.550
0.920,-8.643,-0.175,0.680,93.752
0.940,-12.486,-0.157,0.680,93.916
0.960,-16.125,-0.142,0.680,94.032
0.980,-19.576,-0.116,0.680,94.094
1.000,-22.729,-0.086,0.680,94.100
1.020,-25.518,-0.062,0.680,94.046
1.040,-27.932,-0.031,0.680,93.943
1.060,-29.965,0.013,0.680,93.794
1.080,-31.547,0.043,0.680,93.607
1.100,-32.648,0.092,0.680,93.395
1.120,-33.264,0.127,0.680,93.172
1.140,-33.422,0.170,0.680,92.951
1.160,-33.088,0.203,0.680,92.745
1.180,-32.291,0.253,0.680,92.568
1.200,-31.002,0.284,0.680,92.432
1.220,-29.250,0.326,0.680,92.343
1.240,-27.070,0.354,0.680,92.311
1.260,-24.498,0.388,0.680,92.333
1.280,-21.562,0.414,0.680,92.416
1.300,-18.287,0.439,0.680,92.550
1.320,-14.795,0.454,0.680,92.733
1.340,-11.033,0.472,0.680,92.949
1.360,-7.119,0.472,0.680,93.192
1.380,-3.100,0.484,0.680,93.441
1.400,0.961,0.477,0.680,93.692
1.420,4.998,0.477,0.680,93.924
1.440,8.959,0.466,0.680,94.128
1.460,12.814,0.446,0.680,94.292
1.480,16.477,0.428,0.680,94.403
1.500,19.898,0.405,0.680,94.459
1.520,23.051,0.380,0.680,94.458
1.540,25.869,0.345,0.680,94.398
1.560,28.271,0.311,0.680,94.284
1.580,30.299,0.280,0.680,94.122
1.600,31.869,0.234,0.680,93.922
1.620,32.988,0.208,0.680,93.696
1.640,33.627,0.155,0.680,93.456
1.660,33.785,0.124,0.680,93.217
1.680,33.463,0.072,0.680,92.992
1.700,32.643,0.050,0.680,92.796
1.720,31.354,-0.008,0.680,92.635
1.740,29.613,-0.022,0.680,92.526
1.760,27.486,-0.076,0.680,92.467
1.780,24.908,-0.082,0.680,92.469
1.800,21.973,-0.130,0.680,92.521
