x,sx,y,sy
1000.0,0.0,0.1907602022185667,0.01627956748651001
2000.0,0.0,0.39592800879772116,0.036340655391476614
3000.0,0.0,0.6346192975441481,0.06610264307054028
4000.0,0.0,0.939062505817492,0.1182393932148034
5000.0,0.0,0.7265425280053609,0.11999816148643266
6000.0,0.0,2.125108173157203,0.5198787395910079
7000.0,0.0,1.2087923504096088,0.2706207594022698
8000.0,0.0,1.5757478599686505,0.4376843408733744
10000.0,0.0,1.5757478599686512,0.05471054260917185
12000.0,0.0,2.125108173157203,0.10397574791820159
20000.0,0.0,5.242183581113174,0.8947409406457465
25000.0,0.0,6.313751514675031,1.6047042505878562
30000.0,0.0,3.89474285492986,0.7619472065356121
35000.0,0.0,31.820515953773853,55.72255965727466
800.0,0.0,0.10087101087218765,0.02538846588638109
600.0,0.0,0.15194995600860545,0.01928476934342448
400.0,0.0,0.0503078591889836,0.012598174599168082
200.0,0.0,0.025138034303967445,0.00628715578246858
150.0,0.0,0.018851788690786585,0.004714063716006804
100.0,0.0,0.012567032123379578,0.003142088806248712
