x,sx,y,sy
1000.0,0.0,0.18849555921538755,0.015707963267948963
2000.0,0.0,0.3769911184307751,0.03141592653589793
3000.0,0.0,0.5654866776461628,0.047123889803846894
4000.0,0.0,0.7539822368615502,0.06283185307179585
5000.0,0.0,0.6283185307179586,0.07853981633974483
6000.0,0.0,1.1309733552923256,0.09424777960769379
7000.0,0.0,0.879645943005142,0.10995574287564275
8000.0,0.0,1.0053096491487337,0.1256637061435917
10000.0,0.0,1.0053096491487339,0.015707963267948967
12000.0,0.0,1.1309733552923256,0.01884955592153876
20000.0,0.0,1.382300767579509,0.031415926535897934
25000.0,0.0,1.4137166941154067,0.03926990816987241
30000.0,0.0,1.3194689145077132,0.047123889803846894
800.0,0.0,0.10053096491487339,0.025132741228718346
600.0,0.0,0.15079644737231007,0.01884955592153876
400.0,0.0,0.05026548245743669,0.012566370614359173
200.0,0.0,0.025132741228718346,0.006283185307179587
150.0,0.0,0.01884955592153876,0.00471238898038469
100.0,0.0,0.012566370614359173,0.0031415926535897933
