****************************************************************************************************
SERIE 55
****************************************************************************************************

Test ipotesi linearità_____________________________________
Covarianza = 0.43955
Indice Pearson = 0.99988 +/- 0.00050
Gradi di Liberta' = 932
	t = 2010.3399270769576
	p-value (due code) = 0.0

Parametri___________________________________________________
y = a + bx
a = -1.02980 +/- 0.00772
b = 25.78028 +/- 0.01332

Test bontà fit _____________________________________________
x         y         sy           y*            Chi-quadro   
0.81235   19.98000  0.00289      19.91275      542.64009    
0.81235   19.98000  0.00289      19.91275      542.64009    
0.81169   19.96000  0.00289      19.89576      495.28499    
0.81169   19.96000  0.00289      19.89576      495.28499    
0.81103   19.96000  0.00289      19.87878      791.52271    
0.81103   19.94000  0.00289      19.87878      449.68639    
0.81037   19.93000  0.00289      19.86184      557.48851    
0.81037   19.93000  0.00289      19.86184      557.48851    
0.80972   19.91000  0.00289      19.84492      508.18559    
0.80972   19.91000  0.00289      19.84492      508.18559    
0.80972   19.91000  0.00289      19.84492      508.18559    
0.80906   19.89000  0.00289      19.82804      460.75770    
0.80906   19.89000  0.00289      19.82804      460.75770    
0.80841   19.88000  0.00289      19.81117      568.45074    
0.80775   19.86000  0.00289      19.79434      517.36254    
0.80775   19.87000  0.00289      19.79434      686.94871    
0.80710   19.85000  0.00289      19.77753      630.19540    
0.80710   19.85000  0.00289      19.77753      630.19540    
0.80710   19.85000  0.00289      19.77753      630.19540    
0.80645   19.83000  0.00289      19.76075      575.43800    
0.80580   19.83000  0.00289      19.74400      887.54658    
0.80580   19.83000  0.00289      19.74400      887.54658    
0.80515   19.81000  0.00289      19.72727      821.25818    
0.80515   19.81000  0.00289      19.72727      821.25818    
0.80451   19.80000  0.00289      19.71057      959.65284    
0.80451   19.79000  0.00289      19.71057      757.02913    
0.80451   19.79000  0.00289      19.71057      757.02913    
0.80386   19.77000  0.00289      19.69390      694.92457    
0.80386   19.77000  0.00289      19.69390      694.92457    
0.80321   19.77000  0.00289      19.67726      1032.18313   
0.80321   19.76000  0.00289      19.67726      821.59654    
0.80257   19.75000  0.00289      19.66064      958.29457    
0.80257   19.75000  0.00289      19.66064      958.29457    
0.80257   19.75000  0.00289      19.66064      958.29457    
0.80192   19.75000  0.00289      19.64404      1347.18578   
0.80192   19.74000  0.00289      19.64404      1104.89280   
0.80192   19.73000  0.00289      19.64404      886.59983    
0.80128   19.72000  0.00289      19.62748      1027.21595   
0.80128   19.69000  0.00289      19.62748      469.06484    
0.80064   19.69000  0.00289      19.61094      750.05879    
0.80000   19.69000  0.00289      19.59443      1096.09533   
0.79936   19.67000  0.00289      19.57794      1016.97923   
0.79936   19.68000  0.00289      19.57794      1249.92040   
0.79872   19.65000  0.00289      19.56148      940.26679    
0.79808   19.62000  0.00289      19.54505      674.14101    
0.79745   19.61000  0.00289      19.52864      794.32686    
0.79681   19.60000  0.00289      19.51226      923.81509    
0.79681   19.58000  0.00289      19.51226      550.65895    
0.79681   19.59000  0.00289      19.51226      725.23702    
0.79681   19.58000  0.00289      19.51226      550.65895    
0.79618   19.58000  0.00289      19.49590      848.65657    
