****************************************************************************************************
SERIE 45
****************************************************************************************************

Test ipotesi linearità_____________________________________
Covarianza = 0.34002
Indice Pearson = 0.99989 +/- 0.00050
Gradi di Liberta' = 837
	t = 1992.0541939397694
	p-value (due code) = 0.0

Parametri___________________________________________________
y = a + bx
a = -1.47795 +/- 0.00816
b = 29.92106 +/- 0.01632

Test bontà fit _____________________________________________
x         y         sy           y*            Chi-quadro   
0.34710   9.01000   0.00289      8.90771       1255.68753   
0.34746   9.02000   0.00289      8.91853       1235.49294   
0.34758   9.02000   0.00289      8.92215       1149.05906   
0.34758   9.05000   0.00289      8.92215       1961.61105   
0.34758   9.05000   0.00289      8.92215       1961.61105   
0.34831   9.03000   0.00289      8.94388       889.99160    
0.34941   9.07000   0.00289      8.97665       1045.63111   
0.35002   9.13000   0.00289      8.99495       2188.62556   
0.35026   9.13000   0.00289      9.00229       1957.29264   
0.35051   9.14000   0.00289      9.00963       2039.46084   
0.35125   9.15000   0.00289      9.03174       1678.37726   
0.35199   9.18000   0.00289      9.05393       1907.19806   
0.35273   9.17000   0.00289      9.07622       1055.34038   
0.35323   9.11000   0.00289      9.09113       42.71443     
0.35373   9.17000   0.00289      9.10609       490.17309    
0.35386   9.18000   0.00289      9.10983       590.80921    
0.35398   9.16000   0.00289      9.11358       258.56827    
0.35436   9.19000   0.00289      9.12484       509.49177    
0.35474   9.20000   0.00289      9.13612       489.61677    
0.35524   9.14000   0.00289      9.15121       15.06944     
0.35587   9.18000   0.00289      9.17012       11.71546     
0.35600   9.17000   0.00289      9.17391       1.83454      
0.35613   9.18000   0.00289      9.17770       0.63295      
0.35651   9.20000   0.00289      9.18910       14.25778     
0.35702   9.19000   0.00289      9.20433       24.65210     
0.35778   9.25000   0.00289      9.22726       62.02823     
0.35842   9.28000   0.00289      9.24645       135.07642    
0.35868   9.28000   0.00289      9.25414       80.23174     
0.35907   9.29000   0.00289      9.26570       70.83932     
0.35945   9.31000   0.00289      9.27729       128.40215    
0.35997   9.33000   0.00289      9.29278       166.28255    
0.36049   9.35000   0.00289      9.30831       208.60544    
0.36114   9.36000   0.00289      9.32778       124.55274    
0.36140   9.37000   0.00289      9.33559       142.05802    
0.36166   9.34000   0.00289      9.34342       1.39954      
0.36232   9.36000   0.00289      9.36302       1.09373      
0.36298   9.40000   0.00289      9.38269       35.93940     
0.36364   9.40000   0.00289      9.40244       0.71484      
0.36403   9.42000   0.00289      9.41432       3.86717      
0.36443   9.45000   0.00289      9.42623       67.79226     
0.36496   9.45000   0.00289      9.44215       7.39444      
0.36563   9.48000   0.00289      9.46211       38.39016     
0.36657   9.52000   0.00289      9.49019       106.66674    
0.36751   9.53000   0.00289      9.51840       16.14111     
0.36846   9.55000   0.00289      9.54676       1.25647      
0.36900   9.57000   0.00289      9.56304       5.81832      
0.36941   9.59000   0.00289      9.57527       26.02669     
0.36969   9.61000   0.00289      9.58345       84.61837     
0.36996   9.60000   0.00289      9.59163       8.40721      
0.37023   9.63000   0.00289      9.59983       109.25310    
0.37051   9.64000   0.00289      9.60804       122.60937    
0.37078   9.63000   0.00289      9.61626       22.66694     
0.37106   9.65000   0.00289      9.62449       78.09486     
0.37133   9.65000   0.00289      9.63273       35.77042     
0.37161   9.67000   0.00289      9.64099       100.97243    
0.37202   9.69000   0.00289      9.65340       160.72966    
0.37202   9.68000   0.00289      9.65340       84.89445     
0.37230   9.69000   0.00289      9.66169       96.17190     
0.37286   9.72000   0.00289      9.67830       208.62335    
0.37327   9.72000   0.00289      9.69080       102.33542    
0.37327   9.74000   0.00289      9.69080       290.50817    
0.37327   9.73000   0.00289      9.69080       184.42180    
0.37327   9.72000   0.00289      9.69080       102.33542    
0.37327   9.73000   0.00289      9.69080       184.42180    
0.37369   9.74000   0.00289      9.70332       161.46516    
0.37481   9.77000   0.00289      9.73685       131.90742    
0.37552   9.80000   0.00289      9.75790       212.66826    
0.37608   9.80000   0.00289      9.77480       76.17796     
0.37651   9.82000   0.00289      9.78751       126.63596    
0.37693   9.83000   0.00289      9.80025       106.18213    
0.37722   9.83000   0.00289      9.80876       54.12534     
0.37736   9.84000   0.00289      9.81302       87.34185     
0.37779   9.84000   0.00289      9.82582       24.13535     
0.37821   9.84000   0.00289      9.83864       0.22072      
0.37836   9.86000   0.00289      9.84293       34.98456     
0.37864   9.86000   0.00289      9.85150       8.67268      
0.37893   9.87000   0.00289      9.86008       11.79722     
0.37908   9.89000   0.00289      9.86438       78.74881     
0.37908   9.87000   0.00289      9.86438       3.78633      
0.37908   9.89000   0.00289      9.86438       78.74881     
0.37893   9.89000   0.00289      9.86008       107.38993    
0.37893   9.89000   0.00289      9.86008       107.38993    
0.37879   9.90000   0.00289      9.85579       234.54137    
0.37879   9.88000   0.00289      9.85579       70.33406     
0.37908   9.90000   0.00289      9.86438       152.23005    
0.37951   9.91000   0.00289      9.87730       128.34397    
0.37994   9.91000   0.00289      9.89024       46.85876     
0.38008   9.92000   0.00289      9.89456       77.66293     
0.38052   9.93000   0.00289      9.90754       60.52145     
0.38183   9.97000   0.00289      9.94667       65.32725     
0.38285   9.99000   0.00289      9.97729       19.40049     
0.38344   9.99000   0.00289      9.99485       2.82781      
0.38358   10.00000  0.00289      9.99926       0.06657      
0.38358   10.02000  0.00289      9.99926       51.64182     
0.38358   10.00000  0.00289      9.99926       0.06657      
0.38344   10.01000  0.00289      9.99485       27.52674     
0.38344   10.02000  0.00289      9.99485       75.87620     
0.38344   10.02000  0.00289      9.99485       75.87620     
0.38388   10.06000  0.00289      10.00807      323.64651    
0.38521   10.09000  0.00289      10.04789      212.81687    
0.38610   10.12000  0.00289      10.07459      247.46846    
0.38670   10.16000  0.00289      10.09246      547.43891    
0.38745   10.14000  0.00289      10.11487      75.76959     
0.38805   10.19000  0.00289      10.13287      391.71051    
0.38865   10.21000  0.00289      10.15092      418.90205    
0.38911   10.22000  0.00289      10.16449      369.74818    
0.38956   10.25000  0.00289      10.17810      620.39798    
0.39002   10.26000  0.00289      10.19174      559.20468    
0.39062   10.28000  0.00289      10.20997      588.51421    
0.39108   10.29000  0.00289      10.22368      527.76536    
0.39139   10.29000  0.00289      10.23284      392.04400    
0.39139   10.31000  0.00289      10.23284      714.40225    
0.39139   10.32000  0.00289      10.23284      911.58137    
0.39170   10.31000  0.00289      10.24202      554.61613    
0.39231   10.32000  0.00289      10.26041      426.14996    
0.39262   10.32000  0.00289      10.26963      304.51647    
0.39293   10.34000  0.00289      10.27886      448.61720    
0.39308   10.36000  0.00289      10.28348      702.66845    
0.39339   10.35000  0.00289      10.29273      393.55515    
0.39370   10.37000  0.00289      10.30200      554.87626    
0.39401   10.38000  0.00289      10.31128      566.64170    
0.39432   10.38000  0.00289      10.32058      423.68001    
0.39448   10.39000  0.00289      10.32523      503.34316    
0.39479   10.39000  0.00289      10.33455      368.90623    
0.39510   10.39000  0.00289      10.34389      255.15113    
0.39557   10.41000  0.00289      10.35792      325.50797    
0.39588   10.40000  0.00289      10.36729      128.40173    
0.39620   10.42000  0.00289      10.37668      225.24660    
0.39635   10.43000  0.00289      10.38137      283.74288    
0.39667   10.42000  0.00289      10.39078      102.44261    
0.39683   10.44000  0.00289      10.39549      237.71688    
0.39714   10.45000  0.00289      10.40492      243.83540    
0.39746   10.45000  0.00289      10.41437      152.35198    
0.39761   10.46000  0.00289      10.41910      200.76556    
0.39793   10.47000  0.00289      10.42857      206.01804    
0.39793   10.46000  0.00289      10.42857      118.57526    
0.39793   10.53000  0.00289      10.42857      1234.67471   
0.39825   10.47000  0.00289      10.43805      122.50403    
