1.99	1.99	0.05
4.04	2.05	0.05
6.05	2.01	0.05
8.20	2.15	0.05
10.31	2.11	0.05
12.39	2.08	0.05
14.48	2.09	0.05
16.54	2.06	0.05
18.57	2.03	0.05
20.70	2.13	0.05
22.74	2.04	0.05
24.88	2.14	0.05
26.97	2.09	0.05
29.01	2.04	0.05
31.08	2.07	0.05
33.14	2.06	0.05
35.17	2.03	0.05
37.27	2.10	0.05
39.37	2.10	0.05
41.44	2.07	0.05
43.44	2.00	0.05
45.48	2.04	0.05
47.62	2.14	0.05
49.71	2.09	0.05
51.76	2.05	0.05
53.85	2.09	0.05
55.93	2.08	0.05
58.01	2.08	0.05
60.09	2.08	0.05
62.10	2.01	0.05
64.21	2.11	0.05
66.30	2.09	0.05
68.34	2.04	0.05
70.41	2.07	0.05
72.51	2.10	0.05
74.59	2.08	0.05
76.60	2.01	0.05
78.64	2.04	0.05
80.75	2.11	0.05
82.82	2.07	0.05
84.93	2.11	0.05
86.99	2.06	0.05
89.07	2.08	0.05
91.16	2.09	0.05
93.28	2.12	0.05
95.36	2.08	0.05
97.44	2.08	0.05
99.50	2.06	0.05
101.58	2.08	0.05
103.67	2.09	0.05
105.74	2.07	0.05
107.79	2.05	0.05
109.87	2.08	0.05
111.98	2.11	0.05
114.06	2.08	0.05
116.19	2.13	0.05
118.33	2.14	0.05
120.41	2.08	0.05
122.45	2.04	0.05
124.50	2.05	0.05
126.61	2.11	0.05
128.67	2.06	0.05
130.78	2.11	0.05
132.94	2.16	0.05
134.97	2.03	0.05
137.01	2.04	0.05
138.99	1.98	0.05
140.92	1.93	0.05
143.00	2.08	0.05
145.06	2.06	0.05
147.12	2.06	0.05
149.18	2.06	0.05
151.26	2.08	0.05
153.33	2.07	0.05
155.39	2.06	0.05
157.49	2.10	0.05
159.58	2.09	0.05
161.67	2.09	0.05
163.74	2.07	0.05
165.82	2.08	0.05
167.95	2.13	0.05
170.02	2.07	0.05
172.06	2.04	0.05
174.15	2.09	0.05
176.22	2.07	0.05
178.30	2.08	0.05
180.41	2.11	0.05
182.50	2.09	0.05
184.60	2.10	0.05
186.70	2.10	0.05
188.83	2.13	0.05
190.90	2.07	0.05
193.00	2.10	0.05
195.08	2.08	0.05
197.16	2.08	0.05
199.27	2.11	0.05
201.37	2.10	0.05
203.46	2.09	0.05
205.51	2.05	0.05
207.62	2.11	0.05
209.73	2.11	0.05
