2.04	2.04	0.05
4.20	2.16	0.05
5.95	1.75	0.05
8.00	2.05	0.05
9.89	1.89	0.05
11.82	1.93	0.05
13.66	1.84	0.05
15.42	1.76	0.05
17.34	1.92	0.05
19.33	1.99	0.05
21.12	1.79	0.05
23.14	2.02	0.05
24.94	1.80	0.05
26.83	1.89	0.05
28.55	1.72	0.05
30.57	2.02	0.05
32.42	1.85	0.05
34.35	1.93	0.05
36.32	1.97	0.05
38.24	1.92	0.05
40.32	2.08	0.05
42.34	2.02	0.05
44.24	1.90	0.05
46.20	1.96	0.05
48.28	2.08	0.05
50.29	2.01	0.05
52.29	2.00	0.05
54.20	1.91	0.05
56.11	1.91	0.05
58.02	1.91	0.05
59.92	1.90	0.05
61.83	1.91	0.05
63.85	2.02	0.05
65.66	1.81	0.05
67.75	2.09	0.05
69.69	1.94	0.05
71.74	2.05	0.05
73.56	1.82	0.05
75.72	2.16	0.05
77.54	1.82	0.05
79.47	1.93	0.05
81.60	2.13	0.05
83.58	1.98	0.05
85.61	2.03	0.05
87.74	2.13	0.05
89.92	2.18	0.05
91.86	1.94	0.05
93.83	1.97	0.05
96.09	2.26	0.05
97.96	1.87	0.05
99.85	1.89	0.05
101.75	1.90	0.05
103.81	2.06	0.05
105.65	1.84	0.05
107.70	2.05	0.05
109.95	2.25	0.05
111.98	2.03	0.05
114.22	2.24	0.05
116.17	1.95	0.05
118.23	2.06	0.05
120.13	1.90	0.05
122.03	1.90	0.05
124.07	2.04	0.05
126.01	1.94	0.05
128.25	2.24	0.05
130.20	1.95	0.05
132.50	2.30	0.05
134.52	2.02	0.05
136.50	1.98	0.05
138.38	1.88	0.05
140.52	2.14	0.05
142.44	1.92	0.05
144.69	2.25	0.05
146.58	1.89	0.05
148.63	2.05	0.05
150.66	2.03	0.05
152.77	2.11	0.05
154.62	1.85	0.05
156.59	1.97	0.05
158.81	2.22	0.05
161.03	2.22	0.05
162.93	1.90	0.05
164.91	1.98	0.05
166.87	1.96	0.05
168.65	1.78	0.05
170.61	1.96	0.05
172.61	2.00	0.05
174.50	1.89	0.05
176.59	2.09	0.05
178.69	2.10	0.05
180.74	2.05	0.05
182.78	2.04	0.05
184.70	1.92	0.05
187.07	2.37	0.05
188.93	1.86	0.05
190.75	1.82	0.05
192.80	2.05	0.05
194.96	2.16	0.05
197.06	2.10	0.05
199.00	1.94	0.05
