0.5	3
1.5	9
2.5	894
3.5	13381
4.5	44098
5.5	70016
6.5	107197
7.5	159972
8.5	206150
9.5	228638
10.5	230333
11.5	222879
12.5	211768
13.5	198087
14.5	182023
15.5	164697
16.5	147597
17.5	132950
18.5	120477
19.5	109636
20.5	98894
21.5	90497
22.5	83789
23.5	79404
24.5	74999
25.5	63105
26.5	53176
27.5	47126
28.5	43847
29.5	40846
30.5	36894
31.5	32463
32.5	30299
33.5	29461
34.5	28661
35.5	26222
36.5	22227
37.5	19427
38.5	17804
39.5	16397
40.5	15585
41.5	14509
42.5	13611
43.5	12989
44.5	12645
45.5	11869
46.5	11444
47.5	10847
48.5	10604
49.5	10602
50.5	10066
51.5	9352
52.5	8800
53.5	8466
54.5	8522
55.5	9032
56.5	9804
57.5	9787
58.5	9602
59.5	8854
60.5	7501
61.5	6449
62.5	5695
63.5	5492
64.5	5124
65.5	5090
66.5	4789
67.5	4719
68.5	4812
69.5	4803
70.5	4752
71.5	4520
72.5	4401
73.5	4307
74.5	4345
75.5	4207
76.5	4103
77.5	3785
78.5	3707
79.5	3607
80.5	3545
81.5	3438
82.5	3402
83.5	3553
84.5	3595
85.5	3792
86.5	3937
87.5	3722
88.5	3678
89.5	3531
90.5	3571
91.5	3378
92.5	3401
93.5	3207
94.5	2754
95.5	2565
96.5	2416
97.5	2401
98.5	2364
99.5	2329
100.5	2432
101.5	2473
102.5	2506
103.5	2600
104.5	2607
105.5	2588
106.5	2571
107.5	2590
108.5	2492
109.5	2318
110.5	2285
111.5	2163
112.5	2102
113.5	1967
114.5	1914
115.5	1788
116.5	1597
117.5	1497
118.5	1355
119.5	1263
120.5	1226
121.5	1109
122.5	1031
123.5	982
124.5	928
125.5	955
126.5	917
127.5	932
128.5	979
129.5	1072
130.5	1106
131.5	1342
132.5	1782
133.5	2464
134.5	3177
135.5	3912
136.5	4049
137.5	3770
138.5	3156
139.5	2264
140.5	1420
141.5	946
142.5	741
143.5	619
144.5	609
145.5	661
146.5	650
147.5	700
148.5	730
149.5	622
150.5	611
151.5	523
152.5	475
153.5	444
154.5	379
155.5	398
156.5	377
157.5	376
158.5	392
159.5	417
160.5	474
161.5	508
162.5	556
163.5	537
164.5	536
165.5	481
166.5	442
167.5	381
168.5	327
169.5	367
170.5	312
171.5	335
172.5	336
173.5	252
174.5	280
175.5	289
176.5	286
177.5	251
178.5	255
179.5	270
180.5	271
181.5	245
182.5	209
183.5	226
184.5	234
185.5	226
186.5	203
187.5	209
188.5	203
189.5	237
190.5	261
191.5	307
192.5	348
193.5	363
194.5	374
195.5	402
196.5	365
197.5	352
198.5	356
199.5	297
200.5	280
201.5	279
202.5	305
203.5	296
204.5	275
205.5	260
206.5	258
207.5	233
208.5	245
209.5	223
210.5	233
211.5	193
212.5	249
213.5	199
214.5	194
215.5	200
216.5	185
217.5	172
218.5	157
219.5	125
220.5	118
221.5	122
222.5	128
223.5	90
224.5	96
225.5	74
226.5	80
227.5	62
228.5	83
229.5	115
230.5	140
231.5	254
232.5	335
233.5	410
234.5	509
235.5	492
236.5	399
237.5	335
238.5	217
239.5	107
240.5	70
241.5	45
242.5	18
243.5	11
244.5	10
245.5	11
246.5	9
247.5	9
248.5	15
249.5	12
250.5	13
251.5	11
252.5	18
253.5	8
254.5	11
255.5	11
256.5	10
257.5	13
258.5	13
259.5	6
260.5	11
261.5	8
262.5	9
263.5	8
264.5	13
265.5	16
266.5	15
267.5	11
268.5	15
269.5	9
270.5	16
271.5	17
272.5	7
