0.5	1
1.5	0
2.5	1
3.5	1
4.5	1
5.5	0
6.5	0
7.5	0
8.5	0
9.5	0
10.5	0
11.5	0
12.5	0
13.5	0
14.5	0
15.5	0
16.5	0
17.5	0
18.5	0
19.5	0
20.5	0
21.5	0
22.5	0
23.5	0
24.5	0
25.5	0
26.5	0
27.5	0
28.5	0
29.5	0
30.5	0
31.5	0
32.5	1
33.5	2
34.5	4
35.5	11
36.5	2
37.5	6
38.5	8
39.5	6
40.5	16
41.5	15
42.5	16
43.5	31
44.5	43
45.5	57
46.5	77
47.5	78
48.5	97
49.5	128
50.5	178
51.5	211
52.5	239
53.5	285
54.5	320
55.5	358
56.5	412
57.5	491
58.5	520
59.5	618
60.5	650
61.5	707
62.5	740
63.5	836
64.5	821
65.5	932
66.5	1003
67.5	981
68.5	1117
69.5	1117
70.5	1161
71.5	1304
72.5	1281
73.5	1286
74.5	1330
75.5	1365
76.5	1386
77.5	1399
78.5	1458
79.5	1449
80.5	1527
81.5	1607
82.5	1586
83.5	1669
84.5	1696
85.5	1694
86.5	1773
87.5	1799
88.5	1857
89.5	1946
90.5	2077
91.5	2047
92.5	2142
93.5	2159
94.5	2208
95.5	2227
96.5	2328
97.5	2471
98.5	2383
99.5	2646
100.5	2711
101.5	2717
102.5	2863
103.5	2882
104.5	2990
105.5	3095
106.5	3166
107.5	3323
108.5	3409
109.5	3396
110.5	3415
111.5	3587
112.5	3624
113.5	3744
114.5	3865
115.5	3936
116.5	3878
117.5	4102
118.5	4091
119.5	4083
120.5	4200
121.5	4302
122.5	4324
123.5	4526
124.5	4514
125.5	4598
126.5	4637
127.5	4852
128.5	4786
129.5	4840
130.5	4839
131.5	4883
132.5	4972
133.5	5030
134.5	5097
135.5	5036
136.5	5139
137.5	5074
138.5	5133
139.5	5206
140.5	5232
141.5	5103
142.5	5180
143.5	5149
144.5	5159
145.5	5197
146.5	5203
147.5	5278
148.5	5080
149.5	5119
150.5	5100
151.5	5125
152.5	5064
153.5	5157
154.5	5145
155.5	5131
156.5	5156
157.5	5140
158.5	5130
159.5	5035
160.5	5068
161.5	5080
162.5	4955
163.5	5126
164.5	4972
165.5	5107
166.5	5009
167.5	5025
168.5	4877
169.5	4917
170.5	4852
171.5	4823
172.5	4833
173.5	4735
174.5	4670
175.5	4797
176.5	4641
177.5	4848
178.5	4668
179.5	4512
180.5	4631
181.5	4539
182.5	4595
183.5	4549
184.5	4476
185.5	4720
186.5	4568
187.5	4479
188.5	4566
189.5	4476
190.5	4394
191.5	4379
192.5	4380
193.5	4398
194.5	4414
195.5	4361
196.5	4267
