0.5	0
1.5	0
2.5	0
3.5	0
4.5	0
5.5	0
6.5	0
7.5	0
8.5	0
9.5	0
10.5	0
11.5	0
12.5	0
13.5	0
14.5	0
15.5	0
16.5	0
17.5	0
18.5	0
19.5	0
20.5	0
21.5	0
22.5	0
23.5	0
24.5	0
25.5	0
26.5	0
27.5	0
28.5	0
29.5	0
30.5	1
31.5	0
32.5	0
33.5	1
34.5	2
35.5	4
36.5	5
37.5	4
38.5	6
39.5	3
40.5	4
41.5	7
42.5	7
43.5	6
44.5	11
45.5	14
46.5	16
47.5	18
48.5	19
49.5	31
50.5	28
51.5	43
52.5	54
53.5	59
54.5	56
55.5	75
56.5	75
57.5	87
58.5	92
59.5	95
60.5	90
61.5	120
62.5	101
63.5	138
64.5	113
65.5	176
66.5	146
67.5	149
68.5	125
69.5	179
70.5	190
71.5	163
72.5	188
73.5	238
74.5	202
75.5	205
76.5	215
77.5	209
78.5	243
79.5	242
80.5	235
81.5	240
82.5	272
83.5	272
84.5	266
85.5	285
86.5	265
87.5	313
88.5	294
89.5	330
90.5	320
91.5	326
92.5	344
93.5	333
94.5	367
95.5	361
96.5	395
97.5	376
98.5	400
99.5	431
100.5	381
101.5	426
102.5	453
103.5	467
104.5	463
105.5	488
106.5	517
107.5	495
108.5	489
109.5	513
110.5	536
111.5	492
112.5	579
113.5	566
114.5	595
115.5	586
116.5	588
117.5	600
118.5	658
119.5	575
120.5	665
121.5	626
122.5	644
123.5	624
124.5	694
125.5	629
126.5	678
127.5	649
128.5	636
129.5	666
130.5	690
131.5	675
132.5	668
133.5	682
134.5	711
135.5	667
136.5	700
137.5	704
138.5	699
139.5	711
140.5	694
141.5	742
142.5	694
143.5	769
144.5	745
145.5	701
146.5	682
147.5	686
148.5	720
149.5	681
150.5	696
151.5	683
152.5	655
153.5	722
154.5	737
155.5	754
156.5	673
157.5	654
158.5	693
159.5	674
160.5	695
161.5	715
162.5	662
163.5	686
164.5	646
165.5	689
166.5	713
167.5	704
168.5	691
169.5	661
170.5	684
171.5	670
172.5	713
173.5	692
174.5	722
175.5	635
176.5	644
177.5	656
178.5	649
179.5	639
180.5	673
181.5	648
182.5	625
183.5	604
184.5	596
185.5	610
186.5	593
187.5	596
188.5	613
189.5	587
190.5	595
191.5	591
192.5	609
193.5	609
194.5	619
195.5	590
196.5	608
197.5	586
198.5	542
199.5	553
200.5	608
201.5	516
202.5	542
203.5	635
204.5	624
205.5	528
206.5	584
207.5	550
208.5	579
209.5	563
210.5	563
211.5	535
212.5	585
213.5	556
214.5	561
215.5	536
216.5	562
217.5	567
218.5	503
219.5	516
220.5	566
221.5	506
222.5	503
223.5	534
224.5	483
225.5	478
226.5	504
227.5	490
228.5	489
229.5	496
230.5	470
231.5	458
232.5	461
233.5	496
234.5	492
235.5	486
236.5	432
237.5	484
238.5	446
239.5	482
240.5	467
241.5	491
242.5	443
243.5	458
244.5	438
245.5	417
246.5	455
247.5	425
248.5	392
249.5	383
250.5	423
251.5	396
252.5	403
253.5	393
254.5	433
255.5	383
256.5	384
257.5	392
258.5	447
259.5	360
260.5	371
261.5	405
262.5	383
263.5	393
264.5	370
265.5	405
266.5	363
267.5	375
268.5	380
269.5	372
270.5	361
271.5	351
272.5	363
273.5	325
274.5	343
275.5	374
276.5	351
277.5	329
278.5	362
279.5	332
280.5	351
281.5	326
