 ,Label (gradi della lamina),IntDen
22,6.430E6
36,1.310E7
40,1.440E7
44,1.536E7
48,1.598E7
52,1.620E7
56,1.630E7
60,1.581E7
64,1.464E7
66,1.480E7
80,9.481E6
