 ,Label,IntDen
1,2.130E7
2,2.125E7
3,2.109E7
4,2.124E7
5,2.126E7
6,2.128E7
7,2.129E7
8,2.135E7
9,2.136E7
10,2.132E7
-------------------------------------------------
il metodo utilizzato per l'analisi delle immagini
è quello descritto dalla prof. nella guida. È stato
utilizzato il background della prima giornata.

Media:2.1274E7
Semidispersione massima:1.35E5
Deviazione standard campionaria:7.60E4
