Distance_(pixels),Gray_Value
9.9700E2,2.2675E1
9.9800E2,2.3178E1
9.9900E2,2.2692E1
1.0000E3,2.3693E1
1.0010E3,2.4121E1
1.0020E3,2.2868E1
1.0030E3,2.3134E1
1.0040E3,2.2270E1
1.0050E3,2.3508E1
1.0060E3,2.0458E1
1.0070E3,1.8198E1
1.0080E3,1.8111E1
1.0090E3,2.1831E1
1.0100E3,2.1165E1
1.0110E3,1.9460E1
1.0120E3,2.0714E1
1.0130E3,1.9039E1
1.0140E3,1.9223E1
1.0150E3,1.9005E1
1.0160E3,1.8262E1
1.0170E3,1.8269E1
1.0180E3,1.8958E1
1.0190E3,1.8893E1
1.0200E3,1.7798E1
1.0210E3,1.6827E1
1.0220E3,1.6846E1
1.0230E3,2.0260E1
1.0240E3,1.6260E1
1.0250E3,1.5620E1
1.0260E3,1.5683E1
1.0270E3,1.5895E1
1.0280E3,1.6815E1
1.0290E3,1.6161E1
1.0300E3,1.5275E1
1.0310E3,1.5321E1
1.0320E3,1.4099E1
1.0330E3,1.4480E1
1.0340E3,1.6008E1
1.0350E3,1.6822E1
1.0360E3,1.7637E1
1.0370E3,1.5861E1
1.0380E3,1.6415E1
1.0390E3,1.8781E1
1.0400E3,1.6697E1
1.0410E3,1.5113E1
1.0420E3,1.3036E1
1.0430E3,1.4124E1
1.0440E3,1.4892E1
1.0450E3,1.5741E1
1.0460E3,1.4759E1
1.0470E3,1.3869E1
1.0480E3,1.5818E1
1.0490E3,1.5969E1
1.0500E3,1.5157E1
1.0510E3,1.4144E1
1.0520E3,1.3232E1
1.0530E3,1.3636E1
1.0540E3,1.4934E1
1.0550E3,1.3842E1
1.0560E3,1.3403E1
1.0570E3,1.2448E1
1.0580E3,1.4194E1
1.0590E3,1.5358E1
1.0600E3,1.7303E1
1.0610E3,1.4382E1
1.0620E3,1.1731E1
1.0630E3,1.0798E1
1.0640E3,1.0876E1
1.0650E3,1.1491E1
1.0660E3,1.0073E1
1.0670E3,1.1850E1
1.0680E3,1.3585E1
1.0690E3,1.5477E1
1.0700E3,1.6330E1
1.0710E3,1.4024E1
1.0720E3,1.1777E1
1.0730E3,1.1272E1
1.0740E3,1.0768E1
1.0750E3,1.0415E1
1.0760E3,1.1301E1
1.0770E3,1.3218E1
1.0780E3,1.1816E1
1.0790E3,1.1233E1
1.0800E3,1.0464E1
1.0810E3,9.5720E0
1.0820E3,1.1264E1
1.0830E3,1.1096E1
1.0840E3,9.4297E0
1.0850E3,1.0144E1
1.0860E3,9.6883E0
1.0870E3,9.5879E0
1.0880E3,9.3960E0
1.0890E3,1.0022E1
1.0900E3,9.8123E0
1.0910E3,8.7713E0
1.0920E3,8.5389E0
1.0930E3,9.0859E0
1.0940E3,9.8866E0
1.0950E3,9.9050E0
1.0960E3,9.8774E0
1.0970E3,9.2830E0
1.0980E3,9.9995E0
1.0990E3,9.5610E0
1.1000E3,8.7168E0
1.1010E3,9.2111E0
1.1020E3,9.7584E0
1.1030E3,9.1253E0
1.1040E3,8.6834E0
1.1050E3,8.1042E0
1.1060E3,6.8916E0
1.1070E3,8.2685E0
1.1080E3,9.1269E0
1.1090E3,9.0700E0
1.1100E3,8.9018E0
1.1110E3,8.6998E0
1.1120E3,8.3333E0
1.1130E3,8.4388E0
1.1140E3,8.7538E0
1.1150E3,9.4498E0
1.1160E3,1.0920E1
1.1170E3,8.3600E0
1.1180E3,7.4464E0
1.1190E3,7.9961E0
1.1200E3,6.2150E0
1.1210E3,8.5835E0
1.1220E3,8.7497E0
1.1230E3,9.9025E0
1.1240E3,9.8539E0
1.1250E3,7.3467E0
1.1260E3,6.1931E0
1.1270E3,5.7380E0
1.1280E3,5.9891E0
1.1290E3,6.1916E0
1.1300E3,7.0497E0
1.1310E3,7.8842E0
1.1320E3,7.1733E0
1.1330E3,4.5069E0
1.1340E3,5.0391E0
1.1350E3,5.4868E0
1.1360E3,5.1524E0
1.1370E3,7.2251E0
1.1380E3,7.5131E0
1.1390E3,7.3931E0
1.1400E3,6.9687E0
1.1410E3,5.4033E0
1.1420E3,5.3609E0
1.1430E3,8.1843E0
1.1440E3,8.4517E0
1.1450E3,8.8849E0
1.1460E3,9.2490E0
1.1470E3,9.4136E0
1.1480E3,1.0441E1
1.1490E3,1.1508E1
1.1500E3,9.9307E0
1.1510E3,6.3280E0
1.1520E3,7.1600E0
1.1530E3,8.3788E0
1.1540E3,9.0010E0
1.1550E3,9.1481E0
1.1560E3,7.2280E0
1.1570E3,5.1074E0
1.1580E3,5.6815E0
1.1590E3,7.2109E0
1.1600E3,7.0529E0
1.1610E3,7.1530E0
1.1620E3,5.6822E0
1.1630E3,5.6603E0
1.1640E3,5.7967E0
1.1650E3,5.2253E0
1.1660E3,5.6048E0
1.1670E3,5.5406E0
1.1680E3,6.2472E0
1.1690E3,5.8040E0
1.1700E3,6.1222E0
1.1710E3,3.6169E0
1.1720E3,4.0556E0
1.1730E3,4.3477E0
1.1740E3,1.7291E0
1.1750E3,3.7349E0
1.1760E3,6.3750E0
1.1770E3,5.7447E0
1.1780E3,3.8521E0
1.1790E3,3.3653E0
1.1800E3,4.1881E0
1.1810E3,4.1132E0
1.1820E3,3.3330E0
1.1830E3,2.9119E0
1.1840E3,3.5419E0
1.1850E3,4.9644E0
1.1860E3,3.7642E0
1.1870E3,4.8739E0
1.1880E3,6.4397E0
1.1890E3,6.1410E0
1.1900E3,5.7155E0
1.1910E3,5.7719E0
1.1920E3,5.3688E0
1.1930E3,3.4724E0
1.1940E3,4.2177E0
1.1950E3,3.0235E0
1.1960E3,3.5141E0
1.1970E3,3.4923E0
1.1980E3,2.9292E0
1.1990E3,4.1536E0
1.2000E3,6.3067E0
1.2010E3,3.9739E0
1.2020E3,3.4857E0
1.2030E3,3.3400E0
1.2040E3,3.2997E0
1.2050E3,2.4797E0
1.2060E3,3.5751E0
1.2070E3,5.0235E0
1.2080E3,5.4725E0
1.2090E3,3.9035E0
1.2100E3,3.6798E0
1.2110E3,3.4235E0
1.2120E3,3.3454E0
1.2130E3,4.7954E0
1.2140E3,3.1054E0
1.2150E3,6.1030E-1
1.2160E3,9.2363E-1
1.2170E3,4.1419E0
1.2180E3,6.3020E0
1.2190E3,6.3829E0
1.2200E3,2.8623E0
1.2210E3,3.3171E0
1.2220E3,3.3525E0
1.2230E3,4.0830E0
1.2240E3,3.5920E0
1.2250E3,3.6779E0
1.2260E3,3.7943E0
1.2270E3,2.1352E0
1.2280E3,7.4059E-1
1.2290E3,1.3247E0
1.2300E3,2.6854E0
1.2310E3,2.2320E0
1.2320E3,2.4863E-1
1.2330E3,4.3360E-1
1.2340E3,1.1649E0
1.2350E3,3.4355E0
1.2360E3,3.3730E0
1.2370E3,2.3911E0
1.2380E3,1.3377E0
1.2390E3,7.1653E-2
1.2400E3,1.6137E0
1.2410E3,3.2637E0
1.2420E3,3.4795E0
1.2430E3,3.4916E0
1.2440E3,4.2521E0
1.2450E3,1.6454E0
1.2460E3,7.1760E-1
1.2470E3,8.6738E-1
1.2480E3,9.3523E-1
1.2490E3,2.3402E0
1.2500E3,4.0000E0
