Distance_(pixels),Gray_Value
9.9200E2,2.6391E1
9.9300E2,2.5414E1
9.9400E2,2.5028E1
9.9500E2,2.5061E1
9.9600E2,2.5125E1
9.9700E2,2.4603E1
9.9800E2,2.4721E1
9.9900E2,2.6202E1
1.0000E3,2.5067E1
1.0010E3,2.2401E1
1.0020E3,2.2402E1
1.0030E3,2.5000E1
1.0040E3,2.3114E1
1.0050E3,2.2595E1
1.0060E3,2.2854E1
1.0070E3,2.1074E1
1.0080E3,2.0333E1
1.0090E3,2.0153E1
1.0100E3,2.1000E1
1.0110E3,2.1922E1
1.0120E3,2.0746E1
1.0130E3,2.3011E1
1.0140E3,2.2660E1
1.0150E3,2.1829E1
1.0160E3,2.0501E1
1.0170E3,1.9327E1
1.0180E3,2.0980E1
1.0190E3,2.2058E1
1.0200E3,2.1264E1
1.0210E3,2.0555E1
1.0220E3,1.9631E1
1.0230E3,2.1362E1
1.0240E3,2.0390E1
1.0250E3,1.9373E1
1.0260E3,1.7717E1
1.0270E3,1.7238E1
1.0280E3,1.6754E1
1.0290E3,1.9788E1
1.0300E3,2.0333E1
1.0310E3,1.8234E1
1.0320E3,1.6798E1
1.0330E3,1.5463E1
1.0340E3,1.5333E1
1.0350E3,1.4563E1
1.0360E3,1.5580E1
1.0370E3,1.5985E1
1.0380E3,1.5774E1
1.0390E3,1.6108E1
1.0400E3,1.5896E1
1.0410E3,1.8221E1
1.0420E3,1.6778E1
1.0430E3,1.5887E1
1.0440E3,1.5000E1
1.0450E3,1.4677E1
1.0460E3,1.6116E1
1.0470E3,1.5000E1
1.0480E3,1.5842E1
1.0490E3,1.5762E1
1.0500E3,1.5760E1
1.0510E3,1.5607E1
1.0520E3,1.5545E1
1.0530E3,1.8478E1
1.0540E3,1.8700E1
1.0550E3,1.8832E1
1.0560E3,1.7758E1
1.0570E3,1.7510E1
1.0580E3,1.5538E1
1.0590E3,1.5703E1
1.0600E3,1.7072E1
1.0610E3,1.5263E1
1.0620E3,1.4404E1
1.0630E3,1.5934E1
1.0640E3,1.5667E1
1.0650E3,1.4333E1
1.0660E3,1.3118E1
1.0670E3,1.2471E1
1.0680E3,1.1608E1
1.0690E3,1.2545E1
1.0700E3,1.3435E1
1.0710E3,1.4049E1
1.0720E3,9.1856E0
1.0730E3,1.0189E1
1.0740E3,1.0625E1
1.0750E3,1.1440E1
1.0760E3,9.8901E0
1.0770E3,1.2744E1
1.0780E3,1.2183E1
1.0790E3,1.1969E1
1.0800E3,7.2987E0
1.0810E3,6.3605E0
1.0820E3,7.8709E0
1.0830E3,7.1147E0
1.0840E3,7.0939E0
1.0850E3,8.3227E0
1.0860E3,1.0359E1
1.0870E3,1.4652E1
1.0880E3,1.5197E1
1.0890E3,1.4657E1
1.0900E3,1.1187E1
1.0910E3,1.1357E1
1.0920E3,1.1663E1
1.0930E3,1.1831E1
1.0940E3,1.2334E1
1.0950E3,1.2336E1
1.0960E3,1.0841E1
1.0970E3,1.0191E1
1.0980E3,1.0505E1
1.0990E3,1.3989E1
1.1000E3,1.2160E1
1.1010E3,1.2236E1
1.1020E3,1.0316E1
1.1030E3,1.0314E1
1.1040E3,1.1333E1
1.1050E3,1.4131E1
1.1060E3,1.3873E1
1.1070E3,1.2181E1
1.1080E3,1.2697E1
1.1090E3,8.8496E0
1.1100E3,9.1493E0
1.1110E3,9.5920E0
1.1120E3,8.4416E0
1.1130E3,9.5435E0
1.1140E3,8.8549E0
1.1150E3,1.0560E1
1.1160E3,9.0000E0
1.1170E3,7.2768E0
1.1180E3,5.9483E0
1.1190E3,6.8603E0
1.1200E3,6.6667E0
1.1210E3,8.8837E0
1.1220E3,8.8635E0
1.1230E3,9.1355E0
1.1240E3,9.1989E0
1.1250E3,8.1333E0
1.1260E3,6.4709E0
1.1270E3,7.8688E0
1.1280E3,4.6667E0
1.1290E3,3.3547E0
1.1300E3,3.6160E0
1.1310E3,5.7936E0
1.1320E3,7.0443E0
1.1330E3,5.0000E0
1.1340E3,6.6667E0
1.1350E3,7.6133E0
1.1360E3,8.2117E0
1.1370E3,8.1205E0
1.1380E3,9.1445E0
1.1390E3,9.1184E0
1.1400E3,5.6720E0
1.1410E3,5.7365E0
1.1420E3,5.5147E0
1.1430E3,8.4293E0
1.1440E3,9.5301E0
1.1450E3,7.5520E0
1.1460E3,7.4453E0
1.1470E3,6.6667E0
1.1480E3,6.8912E0
1.1490E3,1.0539E1
1.1500E3,1.0480E1
1.1510E3,1.0634E1
1.1520E3,9.6213E0
1.1530E3,7.1723E0
1.1540E3,8.1808E0
1.1550E3,7.7973E0
1.1560E3,7.2656E0
1.1570E3,6.0635E0
1.1580E3,6.1963E0
1.1590E3,5.8608E0
1.1600E3,5.9547E0
1.1610E3,3.9979E0
1.1620E3,5.7088E0
1.1630E3,8.3712E0
1.1640E3,9.0917E0
1.1650E3,8.1200E0
1.1660E3,6.6667E0
1.1670E3,6.5781E0
1.1680E3,7.4043E0
1.1690E3,6.3456E0
1.1700E3,6.0933E0
1.1710E3,5.5019E0
1.1720E3,5.2501E0
1.1730E3,5.9179E0
1.1740E3,3.6576E0
1.1750E3,2.9067E0
1.1760E3,3.2368E0
1.1770E3,1.2117E0
1.1780E3,2.8971E0
1.1790E3,3.8181E0
1.1800E3,3.4080E0
1.1810E3,3.7792E0
1.1820E3,3.7392E0
1.1830E3,4.2619E0
1.1840E3,3.4741E0
1.1850E3,4.1947E0
1.1860E3,2.8032E0
1.1870E3,3.4651E0
1.1880E3,4.1984E0
1.1890E3,3.1301E0
1.1900E3,3.5387E0
1.1910E3,3.6037E0
1.1920E3,3.4571E0
1.1930E3,3.0315E0
1.1940E3,5.4528E0
1.1950E3,5.8240E0
1.1960E3,5.0331E0
1.1970E3,5.1579E0
1.1980E3,5.3899E0
1.1990E3,5.8368E0
1.2000E3,6.0000E0
1.2010E3,2.6667E0
1.2020E3,6.9749E0
1.2030E3,4.4011E0
1.2040E3,5.8139E0
1.2050E3,5.4293E0
1.2060E3,6.4741E0
1.2070E3,2.6421E0
1.2080E3,5.3333E0
1.2090E3,3.7269E0
1.2100E3,4.0080E0
1.2110E3,4.2080E0
1.2120E3,7.1712E0
1.2130E3,6.6667E0
1.2140E3,3.3333E0
1.2150E3,4.1067E-1
1.2160E3,3.8843E0
1.2170E3,2.9835E0
1.2180E3,3.8715E0
1.2190E3,2.4656E0
1.2200E3,3.3973E0
1.2210E3,3.6667E0
1.2220E3,2.4528E0
1.2230E3,3.1680E-1
1.2240E3,4.4443E0
1.2250E3,3.3600E0
1.2260E3,3.7179E0
1.2270E3,1.0000E0
1.2280E3,3.0939E0
1.2290E3,3.5995E0
1.2300E3,3.6667E0
1.2310E3,0.0000E0
1.2320E3,3.6859E0
1.2330E3,3.4672E0
1.2340E3,3.4960E0
1.2350E3,3.5067E0
1.2360E3,2.2400E-1
1.2370E3,3.3333E-1
1.2380E3,3.2053E0
1.2390E3,3.6667E0
1.2400E3,3.6880E0
1.2410E3,4.2949E0
1.2420E3,4.7840E-1
1.2430E3,1.1120E0
1.2440E3,4.0373E-1
1.2450E3,2.6667E0
1.2460E3,3.9616E0
1.2470E3,3.6667E0
1.2480E3,0.0000E0
1.2490E3,3.4080E-1
1.2500E3,0.0000E0
