fit,f_taglio,incertezza,chi_ridotto
locale_A,5535.78019410429,670.926935521037,0.05876410291631806
locale_phi,3043.4772154952693,163.50102979361537,3.658122411280301
nonlineare_A,5471.717853483699,62.303985787396634,0.0065849378413890885
nonlineare_phi,5404.569519062581,129.21295484725235,3.579335884874965
bode,5200.050001574502,0.9999999969949522,0.01275673569045072
linearizzato_A,6304.18285148867,212.7607557562871,0.6900064577958185
linearizzato_phi,5862.097483456821,1403.4789372798793,0.013200469508985437
